ell,DeltaCl_over_Cl_A_percent,DeltaCl_over_Cl_B_percent
2271,-7.947612405293778e-26,-2.3842837215881334e-25
2272,-7.949311856471534e-26,-2.38479355694146e-25
2273,-7.951008590443071e-26,-2.3853025771329213e-25
2274,-7.95270260802407e-26,-2.385810782407221e-25
2275,-7.9543939100317e-26,-2.38631817300951e-25
2276,-7.956082497284614e-26,-2.386824749185384e-25
2277,-7.957768370602943e-26,-2.387330511180883e-25
2278,-7.959451530808294e-26,-2.3878354592424883e-25
2279,-7.961131978723756e-26,-2.3883395936171266e-25
2280,-7.962809715173873e-26,-2.3888429145521624e-25
2281,-7.964484740984676e-26,-2.3893454222954028e-25
2282,-7.966157056983643e-26,-2.389847117095093e-25
2283,-7.967826663999717e-26,-2.3903479991999154e-25
2284,-7.969493562863305e-26,-2.3908480688589915e-25
2285,-7.971157754406264e-26,-2.3913473263218792e-25
2286,-7.972819239461901e-26,-2.3918457718385703e-25
2287,-7.974478018864971e-26,-2.392343405659491e-25
2288,-7.976134093451677e-26,-2.392840228035503e-25
2289,-7.977787464059657e-26,-2.393336239217897e-25
2290,-7.979438131527994e-26,-2.393831439458398e-25
2291,-7.981086096697206e-26,-2.3943258290091614e-25
2292,-7.982731360409236e-26,-2.3948194081227707e-25
2293,-7.984373923507463e-26,-2.395312177052239e-25
2294,-7.986013786836688e-26,-2.395804136051006e-25
2295,-7.987650951243134e-26,-2.3962952853729404e-25
2296,-7.989285417574446e-26,-2.3967856252723344e-25
2297,-7.990917186679685e-26,-2.3972751560039054e-25
2298,-7.99254625940932e-26,-2.397763877822796e-25
2299,-7.99417263661523e-26,-2.3982517909845694e-25
2300,-7.995796319150712e-26,-2.3987388957452136e-25
2301,-7.997417307870453e-26,-2.3992251923611365e-25
2302,-7.999035603630547e-26,-2.3997106810891638e-25
2303,-8.000651207288479e-26,-2.4001953621865437e-25
2304,-8.002264119703136e-26,-2.400679235910941e-25
2305,-8.003874341734792e-26,-2.4011623025204376e-25
2306,-8.00548187424511e-26,-2.4016445622735327e-25
2307,-8.007086718097135e-26,-2.4021260154291403e-25
2308,-8.008688874155294e-26,-2.4026066622465883e-25
2309,-8.010288343285398e-26,-2.403086502985619e-25
2310,-8.011885126354623e-26,-2.403565537906387e-25
2311,-8.013479224231527e-26,-2.4040437672694586e-25
2312,-8.015070637786032e-26,-2.4045211913358097e-25
2313,-8.016659367889426e-26,-2.4049978103668277e-25
2314,-8.018245415414362e-26,-2.4054736246243085e-25
2315,-8.019828781234851e-26,-2.4059486343704554e-25
2316,-8.021409466226259e-26,-2.406422839867878e-25
2317,-8.02298747126531e-26,-2.4068962413795933e-25
2318,-8.024562797230078e-26,-2.4073688391690235e-25
2319,-8.026135444999981e-26,-2.4078406334999944e-25
2320,-8.027705415455784e-26,-2.408311624636735e-25
2321,-8.029272709479592e-26,-2.408781812843878e-25
2322,-8.030837327954846e-26,-2.409251198386454e-25
2323,-8.03239927176633e-26,-2.409719781529899e-25
2324,-8.033958541800149e-26,-2.410187562540045e-25
2325,-8.035515138943751e-26,-2.4106545416831255e-25
2326,-8.037069064085895e-26,-2.4111207192257685e-25
2327,-8.038620318116671e-26,-2.4115860954350017e-25
2328,-8.040168901927496e-26,-2.412050670578249e-25
2329,-8.041714816411086e-26,-2.412514444923326e-25
2330,-8.043258062461485e-26,-2.4129774187384455e-25
2331,-8.044798640974046e-26,-2.413439592292214e-25
2332,-8.046336552845424e-26,-2.413900965853627e-25
2333,-8.047871798973584e-26,-2.4143615396920755e-25
2334,-8.049404380257792e-26,-2.414821314077338e-25
2335,-8.050934297598612e-26,-2.4152802892795835e-25
2336,-8.052461551897902e-26,-2.415738465569371e-25
2337,-8.053986144058817e-26,-2.4161958432176454e-25
2338,-8.055508074985797e-26,-2.4166524224957394e-25
2339,-8.057027345584573e-26,-2.4171082036753717e-25
2340,-8.058543956762159e-26,-2.4175631870286476e-25
2341,-8.060057909426848e-26,-2.4180173728280545e-25
2342,-8.061569204488207e-26,-2.4184707613464623e-25
2343,-8.063077842857093e-26,-2.4189233528571276e-25
2344,-8.064583825445616e-26,-2.4193751476336847e-25
2345,-8.066087153167165e-26,-2.4198261459501497e-25
2346,-8.067587826936396e-26,-2.420276348080919e-25
2347,-8.069085847669222e-26,-2.420725754300767e-25
2348,-8.070581216282823e-26,-2.421174364884847e-25
2349,-8.072073933695633e-26,-2.42162218010869e-25
2350,-8.073564000827335e-26,-2.4220692002482006e-25
2351,-8.075051418598869e-26,-2.422515425579661e-25
2352,-8.076536187932426e-26,-2.422960856379728e-25
2353,-8.078018309751433e-26,-2.42340549292543e-25
2354,-8.079497784980569e-26,-2.423849335494171e-25
2355,-8.080974614545749e-26,-2.4242923843637247e-25
2356,-8.082448799374118e-26,-2.4247346398122356e-25
2357,-8.083920340394066e-26,-2.42517610211822e-25
2358,-8.085389238535206e-26,-2.425616771560562e-25
2359,-8.086855494728379e-26,-2.426056648418514e-25
2360,-8.088319109905656e-26,-2.426495732971697e-25
2361,-8.089780085000325e-26,-2.426934025500097e-25
2362,-8.09123842094689e-26,-2.427371526284067e-25
2363,-8.092694118681085e-26,-2.4278082356043256e-25
2364,-8.094147179139842e-26,-2.428244153741952e-25
2365,-8.095597603261308e-26,-2.4286792809783924e-25
2366,-8.097045391984842e-26,-2.4291136175954532e-25
2367,-8.098490546251004e-26,-2.429547163875301e-25
2368,-8.099933067001554e-26,-2.4299799201004665e-25
2369,-8.101372955179456e-26,-2.4304118865538373e-25
2370,-8.102810211728868e-26,-2.43084306351866e-25
2371,-8.104244837595131e-26,-2.4312734512785393e-25
2372,-8.105676833724795e-26,-2.4317030501174383e-25
2373,-8.107106201065584e-26,-2.432131860319675e-25
2374,-8.108532940566409e-26,-2.4325598821699222e-25
2375,-8.109957053177363e-26,-2.432987115953209e-25
2376,-8.111378539849721e-26,-2.4334135619549167e-25
2377,-8.112797401535933e-26,-2.43383922046078e-25
2378,-8.114213639189614e-26,-2.434264091756884e-25
2379,-8.115627253765564e-26,-2.4346881761296692e-25
2380,-8.117038246219737e-26,-2.435111473865921e-25
2381,-8.118446617509255e-26,-2.4355339852527764e-25
2382,-8.119852368592411e-26,-2.4359557105777233e-25
2383,-8.121255500428643e-26,-2.436376650128593e-25
2384,-8.122656013978553e-26,-2.436796804193566e-25
2385,-8.124053910203899e-26,-2.4372161730611697e-25
2386,-8.125449190067582e-26,-2.4376347570202747e-25
2387,-8.126841854533655e-26,-2.438052556360097e-25
2388,-8.128231904567318e-26,-2.4384695713701955e-25
2389,-8.129619341134909e-26,-2.4388858023404727e-25
2390,-8.131004165203902e-26,-2.4393012495611707e-25
2391,-8.132386377742918e-26,-2.4397159133228754e-25
2392,-8.133765979721705e-26,-2.440129793916512e-25
2393,-8.135142972111143e-26,-2.440542891633343e-25
2394,-8.13651735588324e-26,-2.440955206764972e-25
2395,-8.137889132011127e-26,-2.441366739603338e-25
2396,-8.139258301469062e-26,-2.4417774904407194e-25
2397,-8.140624865232425e-26,-2.4421874595697276e-25
2398,-8.141988824277705e-26,-2.442596647283312e-25
2399,-8.143350179582507e-26,-2.4430050538747527e-25
2400,-8.144708932125558e-26,-2.4434126796376676e-25
2401,-8.146065082886678e-26,-2.443819524866004e-25
2402,-8.147418632846803e-26,-2.4442255898540414e-25
2403,-8.148769582987975e-26,-2.444630874896393e-25
2404,-8.150117934293325e-26,-2.4450353802879976e-25
2405,-8.151463687747095e-26,-2.445439106324129e-25
2406,-8.152806844334611e-26,-2.4458420533003836e-25
2407,-8.154147405042298e-26,-2.4462442215126893e-25
2408,-8.155485370857671e-26,-2.446645611257302e-25
2409,-8.156820742769328e-26,-2.4470462228307983e-25
2410,-8.158153521766951e-26,-2.4474460565300857e-25
2411,-8.159483708841308e-26,-2.4478451126523924e-25
2412,-8.160811304984242e-26,-2.4482433914952727e-25
2413,-8.162136311188674e-26,-2.4486408933566024e-25
2414,-8.163458728448596e-26,-2.4490376185345787e-25
2415,-8.164778557759075e-26,-2.4494335673277225e-25
2416,-8.166095800116244e-26,-2.449828740034873e-25
2417,-8.167410456517297e-26,-2.4502231369551893e-25
2418,-8.168722527960497e-26,-2.4506167583881493e-25
2419,-8.170032015445162e-26,-2.4510096046335486e-25
2420,-8.171338919971669e-26,-2.451401675991501e-25
2421,-8.172643242541452e-26,-2.451792972762436e-25
2422,-8.173944984156992e-26,-2.452183495247098e-25
2423,-8.175244145821826e-26,-2.452573243746548e-25
2424,-8.176540728540529e-26,-2.452962218562159e-25
2425,-8.177834733318725e-26,-2.4533504199956175e-25
2426,-8.179126161163078e-26,-2.4537378483489237e-25
2427,-8.180415013081294e-26,-2.4541245039243885e-25
2428,-8.181701290082109e-26,-2.454510387024633e-25
2429,-8.182984993175294e-26,-2.454895497952588e-25
2430,-8.184266123371652e-26,-2.4552798370114954e-25
2431,-8.185544681683013e-26,-2.4556634045049038e-25
2432,-8.186820669122235e-26,-2.4560462007366707e-25
2433,-8.188094086703194e-26,-2.4564282260109585e-25
2434,-8.18936493544079e-26,-2.456809480632237e-25
2435,-8.190633216350936e-26,-2.457189964905281e-25
2436,-8.191898930450565e-26,-2.45756967913517e-25
2437,-8.193162078757619e-26,-2.457948623627286e-25
2438,-8.194422662291049e-26,-2.458326798687315e-25
2439,-8.195680682070815e-26,-2.4587042046212445e-25
2440,-8.19693613911788e-26,-2.459080841735364e-25
2441,-8.198189034454205e-26,-2.4594567103362623e-25
2442,-8.199439369102765e-26,-2.45983181073083e-25
2443,-8.200687144087511e-26,-2.4602061432262533e-25
2444,-8.201932360433396e-26,-2.4605797081300187e-25
2445,-8.203175019166373e-26,-2.460952505749912e-25
2446,-8.204415121313371e-26,-2.4613245363940115e-25
2447,-8.205652667902314e-26,-2.4616958003706944e-25
2448,-8.206887659962099e-26,-2.46206629798863e-25
2449,-8.208120098522623e-26,-2.4624360295567864e-25
2450,-8.209349984614738e-26,-2.4628049953844215e-25
2451,-8.210577319270288e-26,-2.463173195781086e-25
2452,-8.211802103522086e-26,-2.463540631056626e-25
2453,-8.213024338403913e-26,-2.463907301521174e-25
2454,-8.214244024950522e-26,-2.4642732074851568e-25
2455,-8.215461164197627e-26,-2.464638349259288e-25
2456,-8.216675757181911e-26,-2.4650027271545736e-25
2457,-8.217887804941011e-26,-2.4653663414823033e-25
2458,-8.219097308513527e-26,-2.465729192554058e-25
2459,-8.220304268939011e-26,-2.4660912806817034e-25
2460,-8.221508687257969e-26,-2.466452606177391e-25
2461,-8.222710564511858e-26,-2.4668131693535573e-25
2462,-8.223909901743086e-26,-2.4671729705229253e-25
2463,-8.225106699994994e-26,-2.4675320099984984e-25
2464,-8.226300960311881e-26,-2.4678902880935645e-25
2465,-8.227492683738977e-26,-2.468247805121693e-25
2466,-8.228681871322452e-26,-2.468604561396736e-25
2467,-8.229868524109411e-26,-2.468960557232823e-25
2468,-8.231052643147888e-26,-2.4693157929443663e-25
2469,-8.232234229486857e-26,-2.469670268846057e-25
2470,-8.233413284176209e-26,-2.4700239852528626e-25
2471,-8.234589808266766e-26,-2.47037694248003e-25
2472,-8.23576380281027e-26,-2.470729140843081e-25
2473,-8.236935268859385e-26,-2.4710805806578155e-25
2474,-8.23810420746769e-26,-2.471431262240307e-25
2475,-8.239270619689681e-26,-2.471781185906904e-25
2476,-8.240434506580768e-26,-2.47213035197423e-25
2477,-8.241595869197266e-26,-2.47247876075918e-25
2478,-8.242754708596408e-26,-2.4728264125789226e-25
2479,-8.243911025836321e-26,-2.4731733077508963e-25
2480,-8.245064821976038e-26,-2.4735194465928115e-25
2481,-8.246216098075496e-26,-2.473864829422649e-25
2482,-8.247364855195525e-26,-2.4742094565586577e-25
2483,-8.248511094397854e-26,-2.4745533283193563e-25
2484,-8.249654816745104e-26,-2.474896445023531e-25
2485,-8.250796023300785e-26,-2.4752388069902356e-25
2486,-8.251934715129292e-26,-2.4755804145387878e-25
2487,-8.253070893295917e-26,-2.475921267988775e-25
2488,-8.254204558866821e-26,-2.4762613676600463e-25
2489,-8.255335712909056e-26,-2.4766007138727167e-25
2490,-8.256464356490545e-26,-2.476939306947164e-25
2491,-8.257590490680092e-26,-2.477277147204028e-25
2492,-8.258714116547373e-26,-2.477614234964212e-25
2493,-8.259835235162933e-26,-2.47795057054888e-25
2494,-8.260953847598184e-26,-2.4782861542794553e-25
2495,-8.262069954925413e-26,-2.478620986477624e-25
2496,-8.26318355821776e-26,-2.478955067465328e-25
2497,-8.264294658549234e-26,-2.4792883975647705e-25
2498,-8.265403256994696e-26,-2.479620977098409e-25
2499,-8.266509354629867e-26,-2.47995280638896e-25
2500,-8.267612952531325e-26,-2.480283885759397e-25
2501,-8.268714051776493e-26,-2.480614215532948e-25
2502,-8.269812653443647e-26,-2.4809437960330945e-25
2503,-8.270908758611914e-26,-2.481272627583574e-25
2504,-8.272002368361257e-26,-2.4816007105083774e-25
2505,-8.27309348377249e-26,-2.481928045131747e-25
2506,-8.274182105927254e-26,-2.482254631778176e-25
2507,-8.275268235908038e-26,-2.4825804707724116e-25
2508,-8.276351874798166e-26,-2.48290556243945e-25
2509,-8.277433023681789e-26,-2.4832299071045367e-25
2510,-8.278511683643893e-26,-2.4835535050931677e-25
2511,-8.279587855770285e-26,-2.483876356731085e-25
2512,-8.280661541147605e-26,-2.4841984623442816e-25
2513,-8.281732740863312e-26,-2.4845198222589936e-25
2514,-8.282801456005687e-26,-2.484840436801706e-25
2515,-8.28386768766383e-26,-2.485160306299149e-25
2516,-8.284931436927651e-26,-2.4854794310782952e-25
2517,-8.285992704887886e-26,-2.485797811466366e-25
2518,-8.287051492636069e-26,-2.486115447790821e-25
2519,-8.288107801264553e-26,-2.486432340379366e-25
2520,-8.289161631866492e-26,-2.4867484895599478e-25
2521,-8.290212985535847e-26,-2.4870638956607543e-25
2522,-8.291261863367378e-26,-2.4873785590102133e-25
2523,-8.292308266456647e-26,-2.4876924799369944e-25
2524,-8.293352195900012e-26,-2.4880056587700037e-25
2525,-8.29439365279463e-26,-2.488318095838389e-25
2526,-8.295432638238446e-26,-2.4886297914715337e-25
2527,-8.296469153330195e-26,-2.4889407459990585e-25
2528,-8.297503199169402e-26,-2.489250959750821e-25
2529,-8.298534776856382e-26,-2.4895604330569145e-25
2530,-8.299563887492226e-26,-2.4898691662476677e-25
2531,-8.300590532178808e-26,-2.4901771596536424e-25
2532,-8.301614712018784e-26,-2.4904844136056354e-25
2533,-8.302636428115587e-26,-2.490790928434676e-25
2534,-8.303655681573418e-26,-2.4910967044720253e-25
2535,-8.304672473497256e-26,-2.491401742049177e-25
2536,-8.305686804992846e-26,-2.491706041497854e-25
2537,-8.306698677166701e-26,-2.492009603150011e-25
2538,-8.307708091126106e-26,-2.492312427337832e-25
2539,-8.3087150479791e-26,-2.49261451439373e-25
2540,-8.30971954883448e-26,-2.4929158646503443e-25
2541,-8.310721594801815e-26,-2.4932164784405446e-25
2542,-8.311721186991418e-26,-2.4935163560974256e-25
2543,-8.312718326514358e-26,-2.493815497954308e-25
2544,-8.313713014482463e-26,-2.4941139043447387e-25
2545,-8.314705252008302e-26,-2.49441157560249e-25
2546,-8.315695040205187e-26,-2.494708512061556e-25
2547,-8.316682380187189e-26,-2.4950047140561567e-25
2548,-8.317667273069113e-26,-2.4953001819207338e-25
2549,-8.318649719966502e-26,-2.4955949159899505e-25
2550,-8.31962972199564e-26,-2.495888916598692e-25
2551,-8.32060728027355e-26,-2.496182184082065e-25
2552,-8.321582395917985e-26,-2.4964747187753955e-25
2553,-8.322555070047428e-26,-2.4967665210142286e-25
2554,-8.323525303781089e-26,-2.497057591134327e-25
2555,-8.324493098238917e-26,-2.4973479294716753e-25
2556,-8.325458454541572e-26,-2.497637536362472e-25
2557,-8.326421373810442e-26,-2.4979264121431326e-25
2558,-8.327381857167636e-26,-2.498214557150291e-25
2559,-8.32833990573598e-26,-2.4985019717207945e-25
2560,-8.329295520639016e-26,-2.4987886561917046e-25
2561,-8.330248703000997e-26,-2.4990746109002994e-25
2562,-8.331199453946893e-26,-2.4993598361840678e-25
2563,-8.332147774602376e-26,-2.4996443323807132e-25
2564,-8.333093666093833e-26,-2.49992809982815e-25
2565,-8.334037129548349e-26,-2.5002111388645045e-25
2566,-8.334978166093716e-26,-2.5004934498281147e-25
2567,-8.335916776858422e-26,-2.5007750330575266e-25
2568,-8.336852962971658e-26,-2.5010558888914975e-25
2569,-8.337786725563308e-26,-2.501336017668993e-25
2570,-8.338718065763955e-26,-2.501615419729187e-25
2571,-8.339646984704863e-26,-2.5018940954114587e-25
2572,-8.340573483517993e-26,-2.502172045055398e-25
2573,-8.341497563335995e-26,-2.5024492690007984e-25
2574,-8.342419225292202e-26,-2.502725767587661e-25
2575,-8.34333847052063e-26,-2.503001541156189e-25
2576,-8.34425530015597e-26,-2.503276590046791e-25
2577,-8.345169715333602e-26,-2.503550914600081e-25
2578,-8.346081717189575e-26,-2.503824515156873e-25
2579,-8.34699130686062e-26,-2.5040973920581865e-25
2580,-8.347898485484132e-26,-2.5043695456452395e-25
2581,-8.348803254198179e-26,-2.5046409762594535e-25
2582,-8.349705614141496e-26,-2.504911684242449e-25
2583,-8.35060556645349e-26,-2.505181669936047e-25
2584,-8.351503112274223e-26,-2.505450933682267e-25
2585,-8.352398252744423e-26,-2.505719475823327e-25
2586,-8.353290989005479e-26,-2.5059872967016436e-25
2587,-8.354181322199434e-26,-2.5062543966598303e-25
2588,-8.355069253468988e-26,-2.5065207760406963e-25
2589,-8.35595478395749e-26,-2.5067864351872475e-25
2590,-8.356837914808949e-26,-2.5070513744426843e-25
2591,-8.357718647168014e-26,-2.5073155941504044e-25
2592,-8.358596982179988e-26,-2.5075790946539966e-25
2593,-8.359472920990808e-26,-2.5078418762972423e-25
2594,-8.360346464747064e-26,-2.5081039394241193e-25
2595,-8.361217614595985e-26,-2.5083652843787958e-25
2596,-8.362086371685432e-26,-2.5086259115056296e-25
2597,-8.362952737163906e-26,-2.508885821149172e-25
2598,-8.363816712180546e-26,-2.5091450136541635e-25
2599,-8.364678297885116e-26,-2.509403489365535e-25
2600,-8.365537495428014e-26,-2.509661248628404e-25
2601,-8.366394305960262e-26,-2.509918291788079e-25
2602,-8.367248730633518e-26,-2.5101746191900557e-25
2603,-8.368100770600052e-26,-2.510430231180016e-25
2604,-8.368950427012762e-26,-2.5106851281038284e-25
2605,-8.369797701025161e-26,-2.5109393103075486e-25
2606,-8.370642593791385e-26,-2.5111927781374156e-25
2607,-8.37148510646618e-26,-2.511445531939854e-25
2608,-8.372325240204912e-26,-2.5116975720614737e-25
2609,-8.373162996163551e-26,-2.5119488988490654e-25
2610,-8.373998375498679e-26,-2.512199512649604e-25
2611,-8.374831379367489e-26,-2.512449413810247e-25
2612,-8.375662008927774e-26,-2.512698602678332e-25
2613,-8.376490265337931e-26,-2.512947079601379e-25
2614,-8.377316149756957e-26,-2.5131948449270873e-25
2615,-8.378139663344457e-26,-2.5134418990033375e-25
2616,-8.378960807260622e-26,-2.5136882421781867e-25
2617,-8.379779582666241e-26,-2.5139338747998723e-25
2618,-8.380595990722698e-26,-2.5141787972168094e-25
2619,-8.381410032591966e-26,-2.5144230097775903e-25
2620,-8.382221709436606e-26,-2.5146665128309816e-25
2621,-8.383031022419773e-26,-2.514909306725932e-25
2622,-8.383837972705195e-26,-2.515151391811558e-25
2623,-8.384642561457191e-26,-2.5153927684371573e-25
2624,-8.38544478984066e-26,-2.515633436952198e-25
2625,-8.386244659021073e-26,-2.515873397706322e-25
2626,-8.38704217016449e-26,-2.516112651049347e-25
2627,-8.387837324437535e-26,-2.516351197331261e-25
2628,-8.38863012300741e-26,-2.516589036902223e-25
2629,-8.389420567041884e-26,-2.5168261701125653e-25
2630,-8.390208657709299e-26,-2.51706259731279e-25
2631,-8.390994396178561e-26,-2.517298318853568e-25
2632,-8.391777783619141e-26,-2.5175333350857423e-25
2633,-8.392558821201074e-26,-2.517767646360322e-25
2634,-8.393337510094954e-26,-2.5180012530284863e-25
2635,-8.394113851471932e-26,-2.51823415544158e-25
2636,-8.394887846503724e-26,-2.5184663539511173e-25
2637,-8.39565949636259e-26,-2.5186978489087773e-25
2638,-8.396428802221354e-26,-2.518928640666406e-25
2639,-8.397195765253378e-26,-2.5191587295760142e-25
2640,-8.397960386632583e-26,-2.5193881159897756e-25
2641,-8.398722667533436e-26,-2.5196168002600307e-25
2642,-8.399482609130942e-26,-2.519844782739283e-25
2643,-8.400240212600659e-26,-2.5200720637801976e-25
2644,-8.400995479118674e-26,-2.5202986437356026e-25
2645,-8.401748409861627e-26,-2.5205245229584875e-25
2646,-8.40249900600668e-26,-2.520749701802004e-25
2647,-8.403247268731544e-26,-2.520974180619463e-25
2648,-8.403993199214458e-26,-2.5211979597643373e-25
2649,-8.404736798634185e-26,-2.5214210395902556e-25
2650,-8.405478068170031e-26,-2.5216434204510092e-25
2651,-8.406217009001818e-26,-2.5218651027005455e-25
2652,-8.4069536223099e-26,-2.52208608669297e-25
2653,-8.407687909275149e-26,-2.5223063727825446e-25
2654,-8.408419871078966e-26,-2.5225259613236896e-25
2655,-8.409149508903269e-26,-2.5227448526709806e-25
2656,-8.409876823930482e-26,-2.522963047179145e-25
2657,-8.410601817343568e-26,-2.5231805452030706e-25
2658,-8.411324490325986e-26,-2.523397347097796e-25
2659,-8.412044844061709e-26,-2.523613453218513e-25
2660,-8.41276287973523e-26,-2.5238288639205687e-25
2661,-8.413478598531534e-26,-2.5240435795594604e-25
2662,-8.414192001636131e-26,-2.524257600490839e-25
2663,-8.414903090235018e-26,-2.524470927070505e-25
2664,-8.415611865514709e-26,-2.5246835596544127e-25
2665,-8.41631832866221e-26,-2.524895498598663e-25
2666,-8.417022480865026e-26,-2.525106744259508e-25
2667,-8.417724323311162e-26,-2.5253172969933484e-25
2668,-8.418423857189115e-26,-2.525527157156735e-25
2669,-8.419121083687877e-26,-2.525736325106363e-25
2670,-8.419816003996931e-26,-2.5259448011990797e-25
2671,-8.42050861930625e-26,-2.5261525857918745e-25
2672,-8.421198930806286e-26,-2.526359679241886e-25
2673,-8.421886939687993e-26,-2.526566081906398e-25
2674,-8.422572647142793e-26,-2.526771794142838e-25
2675,-8.423256054362597e-26,-2.526976816308779e-25
2676,-8.423937162539796e-26,-2.527181148761939e-25
2677,-8.424615972867257e-26,-2.5273847918601773e-25
2678,-8.425292486538323e-26,-2.527587745961497e-25
2679,-8.425966704746811e-26,-2.5277900114240438e-25
2680,-8.426638628687014e-26,-2.5279915886061046e-25
2681,-8.427308259553691e-26,-2.5281924778661076e-25
2682,-8.42797559854207e-26,-2.528392679562621e-25
2683,-8.428640646847852e-26,-2.528592194054356e-25
2684,-8.429303405667196e-26,-2.5287910217001588e-25
2685,-8.429963876196723e-26,-2.528989162859017e-25
2686,-8.430622059633528e-26,-2.5291866178900583e-25
2687,-8.431277957175147e-26,-2.529383387152544e-25
2688,-8.431931570019589e-26,-2.5295794710058767e-25
2689,-8.432582899365307e-26,-2.5297748698095923e-25
2690,-8.433231946411219e-26,-2.529969583923366e-25
2691,-8.43387871235669e-26,-2.530163613707007e-25
2692,-8.434523198401531e-26,-2.530356959520459e-25
2693,-8.435165405746009e-26,-2.530549621723803e-25
2694,-8.435805335590831e-26,-2.53074160067725e-25
2695,-8.436442989137158e-26,-2.5309328967411476e-25
2696,-8.437078367586583e-26,-2.531123510275975e-25
2697,-8.437711472141148e-26,-2.531313441642345e-25
2698,-8.438342304003331e-26,-2.531502691201e-25
2699,-8.438970864376051e-26,-2.531691259312815e-25
2700,-8.439597154462657e-26,-2.531879146338797e-25
2701,-8.440221175466934e-26,-2.53206635264008e-25
2702,-8.440842928593106e-26,-2.5322528785779323e-25
2703,-8.441462415045817e-26,-2.5324387245137453e-25
2704,-8.442079636030147e-26,-2.532623890809044e-25
2705,-8.442694592751601e-26,-2.5328083778254803e-25
2706,-8.443307286416106e-26,-2.532992185924832e-25
2707,-8.443917718230016e-26,-2.533175315469005e-25
2708,-8.444525889400108e-26,-2.533357766820032e-25
2709,-8.445131801133573e-26,-2.533539540340072e-25
2710,-8.445735454638019e-26,-2.533720636391406e-25
2711,-8.446336851121482e-26,-2.5339010553364445e-25
2712,-8.446935991792395e-26,-2.5340807975377187e-25
2713,-8.447532877859621e-26,-2.5342598633578863e-25
2714,-8.448127510532423e-26,-2.5344382531597268e-25
2715,-8.448719891020474e-26,-2.534615967306142e-25
2716,-8.449310020533856e-26,-2.534793006160157e-25
2717,-8.449897900283059e-26,-2.5349693700849183e-25
2718,-8.450483531478977e-26,-2.5351450594436926e-25
2719,-8.451066915332896e-26,-2.535320074599869e-25
2720,-8.451648053056511e-26,-2.5354944159169534e-25
2721,-8.45222694586192e-26,-2.535668083758576e-25
2722,-8.452803594961609e-26,-2.535841078488483e-25
2723,-8.453378001568462e-26,-2.536013400470539e-25
2724,-8.453950166895754e-26,-2.536185050068726e-25
2725,-8.454520092157155e-26,-2.5363560276471467e-25
2726,-8.455087778566728e-26,-2.5365263335700185e-25
2727,-8.455653227338914e-26,-2.536695968201674e-25
2728,-8.45621643968855e-26,-2.5368649319065652e-25
2729,-8.456777416830852e-26,-2.537033225049256e-25
2730,-8.45733615998142e-26,-2.5372008479944264e-25
2731,-8.45789267035624e-26,-2.5373678011068725e-25
2732,-8.458446949171671e-26,-2.537534084751501e-25
2733,-8.45899899764445e-26,-2.537699699293335e-25
2734,-8.459548816991693e-26,-2.537864645097508e-25
2735,-8.460096408430892e-26,-2.5380289225292674e-25
2736,-8.460641773179907e-26,-2.5381925319539725e-25
2737,-8.461184912456974e-26,-2.538355473737092e-25
2738,-8.46172582748069e-26,-2.5385177482442073e-25
2739,-8.46226451947003e-26,-2.5386793558410093e-25
2740,-8.462800989644325e-26,-2.538840296893298e-25
2741,-8.463335239223277e-26,-2.5390005717669833e-25
2742,-8.463867269426949e-26,-2.5391601808280846e-25
2743,-8.464397081475763e-26,-2.539319124442729e-25
2744,-8.4649246765905e-26,-2.53947740297715e-25
2745,-8.465450055992299e-26,-2.5396350167976897e-25
2746,-8.465973220902655e-26,-2.5397919662707965e-25
2747,-8.466494172543418e-26,-2.539948251763025e-25
2748,-8.467012912136787e-26,-2.540103873641036e-25
2749,-8.467529440905316e-26,-2.540258832271595e-25
2750,-8.468043760071901e-26,-2.5404131280215703e-25
2751,-8.468555870859798e-26,-2.5405667612579393e-25
2752,-8.469065774492594e-26,-2.5407197323477785e-25
2753,-8.469573472194225e-26,-2.540872041658268e-25
2754,-8.470078965188978e-26,-2.541023689556693e-25
2755,-8.470582254701465e-26,-2.5411746764104394e-25
2756,-8.471083341956653e-26,-2.541325002586996e-25
2757,-8.471582228179831e-26,-2.5414746684539497e-25
2758,-8.472078914596639e-26,-2.5416236743789914e-25
2759,-8.472573402433036e-26,-2.541772020729911e-25
2760,-8.473065692915322e-26,-2.541919707874597e-25
2761,-8.473555787270132e-26,-2.5420667361810393e-25
2762,-8.474043686724415e-26,-2.5422131060173248e-25
2763,-8.474529392505462e-26,-2.542358817751639e-25
2764,-8.475012905840888e-26,-2.5425038717522665e-25
2765,-8.475494227958622e-26,-2.5426482683875862e-25
2766,-8.475973360086923e-26,-2.5427920080260773e-25
2767,-8.476450303454371e-26,-2.5429350910363113e-25
2768,-8.476925059289864e-26,-2.5430775177869595e-25
2769,-8.477397628822618e-26,-2.5432192886467856e-25
2770,-8.477868013282166e-26,-2.5433604039846495e-25
2771,-8.478336213898349e-26,-2.543500864169505e-25
2772,-8.478802231901332e-26,-2.5436406695704e-25
2773,-8.479266068521583e-26,-2.5437798205564747e-25
2774,-8.479727724989875e-26,-2.5439183174969625e-25
2775,-8.480187202537306e-26,-2.5440561607611914e-25
2776,-8.480644502395259e-26,-2.5441933507185777e-25
2777,-8.481099625795441e-26,-2.5443298877386325e-25
