ell,DeltaCl_over_Cl_A_percent,DeltaCl_over_Cl_B_percent
514,-1.3135065768031603e-26,-3.9405197304094814e-26
515,-1.3177436803641254e-26,-3.953231041092376e-26
516,-1.321984483120844e-26,-3.9659534493625323e-26
517,-1.3262289716428861e-26,-3.9786869149286584e-26
518,-1.330477132520489e-26,-3.991431397561467e-26
519,-1.3347289523645356e-26,-4.004186857093607e-26
520,-1.3389844178065278e-26,-4.0169532534195837e-26
521,-1.3432435154985628e-26,-4.029730546495688e-26
522,-1.3475062321133085e-26,-4.042518696339926e-26
523,-1.3517725543439803e-26,-4.0553176630319416e-26
524,-1.3560424689043137e-26,-4.068127406712941e-26
525,-1.3603159625285436e-26,-4.0809478875856303e-26
526,-1.3645930219713772e-26,-4.093779065914131e-26
527,-1.3688736340079702e-26,-4.106620902023911e-26
528,-1.3731577854339042e-26,-4.119473356301713e-26
529,-1.3774454630651613e-26,-4.132336389195484e-26
530,-1.3817366537380978e-26,-4.145209961214293e-26
531,-1.3860313443094237e-26,-4.158094032928271e-26
532,-1.3903295216561768e-26,-4.170988564968531e-26
533,-1.394631172675697e-26,-4.1838935180270916e-26
534,-1.398936284285605e-26,-4.196808852856815e-26
535,-1.4032448434237767e-26,-4.2097345302713305e-26
536,-1.4075568370483175e-26,-4.222670511144953e-26
537,-1.4118722521375425e-26,-4.2356167564126275e-26
538,-1.4161910756899487e-26,-4.2485732270698457e-26
539,-1.4205132947241914e-26,-4.261539884172574e-26
540,-1.4248388962790617e-26,-4.2745166888371844e-26
541,-1.4291678674134626e-26,-4.2875036022403876e-26
542,-1.4335001952063823e-26,-4.300500585619147e-26
543,-1.437835866756875e-26,-4.313507600270624e-26
544,-1.4421748691840317e-26,-4.326524607552095e-26
545,-1.4465171896269598e-26,-4.339551568880879e-26
546,-1.4508628152447592e-26,-4.3525884457342775e-26
547,-1.455211733216496e-26,-4.365635199649487e-26
548,-1.4595639307411822e-26,-4.3786917922235464e-26
549,-1.463919395037748e-26,-4.391758185113244e-26
550,-1.4682781133450216e-26,-4.404834340035065e-26
551,-1.4726400729217044e-26,-4.4179202187651135e-26
552,-1.4770052610463445e-26,-4.431015783139034e-26
553,-1.4813736650173183e-26,-4.444120995051955e-26
554,-1.485745272152802e-26,-4.457235816458406e-26
555,-1.4901200697907506e-26,-4.470360209372252e-26
556,-1.4944980452888738e-26,-4.483494135866622e-26
557,-1.498879186024613e-26,-4.496637558073839e-26
558,-1.5032634793951152e-26,-4.5097904381853455e-26
559,-1.5076509128172122e-26,-4.522952738451636e-26
560,-1.5120414737273975e-26,-4.536124421182193e-26
561,-1.5164351495817994e-26,-4.5493054487453983e-26
562,-1.5208319278561608e-26,-4.562495783568483e-26
563,-1.5252317960458154e-26,-4.575695388137447e-26
564,-1.529634741665662e-26,-4.5889042249969866e-26
565,-1.5340407522501437e-26,-4.6021222567504306e-26
566,-1.5384498153532228e-26,-4.615349446059669e-26
567,-1.5428619185483597e-26,-4.628585755645079e-26
568,-1.547277049428486e-26,-4.6418311482854584e-26
569,-1.551695195605985e-26,-4.655085586817955e-26
570,-1.5561163447126657e-26,-4.6683490341379973e-26
571,-1.5605404843997415e-26,-4.6816214531992255e-26
572,-1.5649676023378066e-26,-4.6949028070134207e-26
573,-1.56939768621681e-26,-4.70819305865043e-26
574,-1.573830723746037e-26,-4.7214921712381117e-26
575,-1.5782667026540826e-26,-4.734800107962249e-26
576,-1.5827056106888306e-26,-4.7481168320664914e-26
577,-1.5871474356174277e-26,-4.7614423068522826e-26
578,-1.5915921652262642e-26,-4.774776495678793e-26
579,-1.596039787320948e-26,-4.788119361962844e-26
580,-1.6004902897262817e-26,-4.8014708691788445e-26
581,-1.6049436602862418e-26,-4.814830980858725e-26
582,-1.609399886863955e-26,-4.8281996605918654e-26
583,-1.613858957341672e-26,-4.841576872025016e-26
584,-1.61832085962075e-26,-4.85496257886225e-26
585,-1.6227855816216253e-26,-4.868356744864876e-26
586,-1.627253111283793e-26,-4.8817593338513795e-26
587,-1.6317234365657822e-26,-4.895170309697347e-26
588,-1.6361965454451367e-26,-4.90858963633541e-26
589,-1.6406724259183872e-26,-4.922017277755161e-26
590,-1.6451510660010317e-26,-4.935453198003095e-26
591,-1.6496324537275145e-26,-4.9488973611825436e-26
592,-1.6541165771511978e-26,-4.962349731453593e-26
593,-1.658603424344344e-26,-4.975810273033032e-26
594,-1.663092983398092e-26,-4.989278950194276e-26
595,-1.6675852424224323e-26,-5.0027557272672975e-26
596,-1.6720801895461871e-26,-5.0162405686385623e-26
597,-1.6765778129169878e-26,-5.029733438750963e-26
598,-1.6810781007012467e-26,-5.043234302103741e-26
599,-1.6855810410841444e-26,-5.056743123252433e-26
600,-1.6900866222695986e-26,-5.0702598668087964e-26
601,-1.6945948324802452e-26,-5.083784497440735e-26
602,-1.6991056599574158e-26,-5.0973169798722473e-26
603,-1.703619092961115e-26,-5.110857278883345e-26
604,-1.7081351197699968e-26,-5.1244053593099905e-26
605,-1.7126537286813443e-26,-5.1379611860440335e-26
606,-1.717174908011046e-26,-5.1515247240331384e-26
607,-1.7216986460935724e-26,-5.165095938280717e-26
608,-1.726224931281956e-26,-5.178674793845868e-26
609,-1.7307537519477676e-26,-5.192261255843302e-26
610,-1.7352850964810943e-26,-5.205855289443282e-26
611,-1.739818953290516e-26,-5.219456859871547e-26
612,-1.7443553108030864e-26,-5.233065932409259e-26
613,-1.748894157464307e-26,-5.246682472392922e-26
614,-1.7534354817381064e-26,-5.260306445214319e-26
615,-1.757979272106819e-26,-5.273937816320457e-26
616,-1.7625255170711627e-26,-5.287576551213488e-26
617,-1.767074205150214e-26,-5.301222615450642e-26
618,-1.7716253248813902e-26,-5.31487597464417e-26
619,-1.776178864820424e-26,-5.328536594461272e-26
620,-1.7807348135413423e-26,-5.342204440624026e-26
621,-1.7852931596364449e-26,-5.355879478909335e-26
622,-1.7898538917162826e-26,-5.369561675148848e-26
623,-1.794416998409634e-26,-5.383250995228902e-26
624,-1.798982468363483e-26,-5.396947405090449e-26
625,-1.8035502902430006e-26,-5.410650870729001e-26
626,-1.8081204527315168e-26,-5.42436135819455e-26
627,-1.812692944530505e-26,-5.438078833591515e-26
628,-1.8172677543595567e-26,-5.451803263078671e-26
629,-1.8218448709563596e-26,-5.46553461286908e-26
630,-1.8264242830766764e-26,-5.47927284923003e-26
631,-1.8310059794943247e-26,-5.493017938482973e-26
632,-1.8355899490011504e-26,-5.506769847003452e-26
633,-1.8401761804070122e-26,-5.520528541221036e-26
634,-1.8447646625397543e-26,-5.534293987619264e-26
635,-1.8493553842451885e-26,-5.548066152735566e-26
636,-1.853948334387071e-26,-5.561845003161212e-26
637,-1.858543501847079e-26,-5.575630505541238e-26
638,-1.8631408755247936e-26,-5.58942262657438e-26
639,-1.867740444337673e-26,-5.603221333013019e-26
640,-1.872342197221035e-26,-5.617026591663105e-26
641,-1.8769461231280315e-26,-5.630838369384095e-26
642,-1.8815522110296312e-26,-5.644656633088894e-26
643,-1.8861604499145958e-26,-5.658481349743788e-26
644,-1.8907708287894576e-26,-5.672312486368373e-26
645,-1.895383336678499e-26,-5.686150010035498e-26
646,-1.8999979626237325e-26,-5.699993887871199e-26
647,-1.9046146956848766e-26,-5.71384408705463e-26
648,-1.909233524939335e-26,-5.727700574818005e-26
649,-1.9138544394821768e-26,-5.741563318446532e-26
650,-1.9184774284261155e-26,-5.755432285278346e-26
651,-1.9231024809014823e-26,-5.769307442704447e-26
652,-1.9277295860562122e-26,-5.783188758168636e-26
653,-1.9323587330558184e-26,-5.797076199167456e-26
654,-1.93698991108337e-26,-5.81096973325011e-26
655,-1.9416231093394746e-26,-5.824869328018424e-26
656,-1.9462583170422538e-26,-5.838774951126761e-26
657,-1.9508955234273226e-26,-5.852686570281969e-26
658,-1.9555347177477713e-26,-5.866604153243314e-26
659,-1.9601758892741386e-26,-5.880527667822416e-26
660,-1.9648190272943947e-26,-5.894457081883183e-26
661,-1.9694641211139192e-26,-5.908392363341758e-26
662,-1.974111160055481e-26,-5.922333480166443e-26
663,-1.978760133459213e-26,-5.936280400377639e-26
664,-1.983411030682596e-26,-5.950233092047788e-26
665,-1.9880638411004363e-26,-5.964191523301309e-26
666,-1.992718554104842e-26,-5.978155662314526e-26
667,-1.997375159105205e-26,-5.992125477315615e-26
668,-2.0020336455281802e-26,-6.00610093658454e-26
669,-2.006694002817662e-26,-6.020082008452986e-26
670,-2.011356220434764e-26,-6.034068661304292e-26
671,-2.016020287857801e-26,-6.048060863573403e-26
672,-2.020686194582264e-26,-6.062058583746792e-26
673,-2.0253539301208024e-26,-6.076061790362407e-26
674,-2.0300234840032008e-26,-6.090070452009602e-26
675,-2.0346948457763616e-26,-6.104084537329085e-26
676,-2.0393680050042788e-26,-6.118104015012837e-26
677,-2.0440429512680225e-26,-6.132128853804069e-26
678,-2.0487196741657167e-26,-6.14615902249715e-26
679,-2.0533981633125147e-26,-6.160194489937545e-26
680,-2.0580784083405846e-26,-6.174235225021754e-26
681,-2.062760398899084e-26,-6.188281196697252e-26
682,-2.067444124654141e-26,-6.202332373962423e-26
683,-2.0721295752888334e-26,-6.216388725866501e-26
684,-2.0768167405031687e-26,-6.230450221509507e-26
685,-2.0815056100140628e-26,-6.244516830042189e-26
686,-2.0861961735553176e-26,-6.258588520665952e-26
687,-2.0908884208776043e-26,-6.272665262632813e-26
688,-2.095582341748441e-26,-6.286747025245323e-26
689,-2.1002779259521696e-26,-6.300833777856509e-26
690,-2.1049751632899398e-26,-6.31492548986982e-26
691,-2.1096740435796865e-26,-6.32902213073906e-26
692,-2.114374556656108e-26,-6.343123669968323e-26
693,-2.1190766923706485e-26,-6.357230077111945e-26
694,-2.1237804405914747e-26,-6.371341321774424e-26
695,-2.1284857912034572e-26,-6.385457373610372e-26
696,-2.1331927341081506e-26,-6.399578202324452e-26
697,-2.1379012592237705e-26,-6.413703777671311e-26
698,-2.1426113564851762e-26,-6.42783406945553e-26
699,-2.1473230158438497e-26,-6.44196904753155e-26
700,-2.1520362272678732e-26,-6.456108681803619e-26
701,-2.156750980741911e-26,-6.470252942225733e-26
702,-2.1614672662671895e-26,-6.48440179880157e-26
703,-2.1661850738614753e-26,-6.498555221584426e-26
704,-2.1709043935590556e-26,-6.512713180677167e-26
705,-2.17562521541072e-26,-6.52687564623216e-26
706,-2.1803475294837367e-26,-6.54104258845121e-26
707,-2.1850713258618354e-26,-6.555213977585506e-26
708,-2.189796594645185e-26,-6.569389783935556e-26
709,-2.1945233259503763e-26,-6.58356997785113e-26
710,-2.1992515099103984e-26,-6.597754529731196e-26
711,-2.203981136674622e-26,-6.611943410023866e-26
712,-2.2087121964087755e-26,-6.626136589226327e-26
713,-2.2134446792949303e-26,-6.640334037884792e-26
714,-2.2181785755314757e-26,-6.654535726594426e-26
715,-2.2229138753331022e-26,-6.668741625999307e-26
716,-2.2276505689307786e-26,-6.682951706792336e-26
717,-2.2323886465717356e-26,-6.697165939715208e-26
718,-2.2371280985194439e-26,-6.711384295558332e-26
719,-2.241868915053594e-26,-6.725606745160781e-26
720,-2.2466110864700768e-26,-6.73983325941023e-26
721,-2.251354603080964e-26,-6.754063809242892e-26
722,-2.2560994552144886e-26,-6.768298365643465e-26
723,-2.2608456332150237e-26,-6.782536899645072e-26
724,-2.265593127443066e-26,-6.796779382329198e-26
725,-2.2703419282752093e-26,-6.811025784825629e-26
726,-2.275092026104133e-26,-6.8252760783124e-26
727,-2.2798434113385772e-26,-6.839530234015732e-26
728,-2.2845960744033232e-26,-6.853788223209971e-26
729,-2.2893500057391773e-26,-6.868050017217532e-26
730,-2.2941051958029468e-26,-6.882315587408842e-26
731,-2.298861635067423e-26,-6.896584905202269e-26
732,-2.3036193140213608e-26,-6.910857942064083e-26
733,-2.30837822316946e-26,-6.92513466950838e-26
734,-2.313138353032343e-26,-6.93941505909703e-26
735,-2.3178996941465395e-26,-6.95369908243962e-26
736,-2.3226622370644635e-26,-6.96798671119339e-26
737,-2.3274259723543944e-26,-6.982277917063184e-26
738,-2.3321908906004605e-26,-6.996572671801382e-26
739,-2.3369569824026127e-26,-7.010870947207839e-26
740,-2.3417242383766147e-26,-7.025172715129843e-26
741,-2.3464926491540132e-26,-7.039477947462039e-26
742,-2.351262205382127e-26,-7.053786616146381e-26
743,-2.356032897724025e-26,-7.068098693172076e-26
744,-2.3608047168585012e-26,-7.082414150575504e-26
745,-2.365577653480066e-26,-7.096732960440198e-26
746,-2.3703516982989175e-26,-7.111055094896753e-26
747,-2.375126842040926e-26,-7.125380526122778e-26
748,-2.3799030754476157e-26,-7.139709226342847e-26
749,-2.3846803892761439e-26,-7.154041167828432e-26
750,-2.3894587742992806e-26,-7.168376322897843e-26
751,-2.3942382213053943e-26,-7.182714663916183e-26
752,-2.3990187210984229e-26,-7.197056163295269e-26
753,-2.4038002644978684e-26,-7.211400793493606e-26
754,-2.408582842338766e-26,-7.225748527016298e-26
755,-2.4133664454716687e-26,-7.240099336415006e-26
756,-2.41815106476263e-26,-7.254453194287891e-26
757,-2.422936691093184e-26,-7.268810073279552e-26
758,-2.427723315360322e-26,-7.283169946080966e-26
759,-2.432510928476484e-26,-7.297532785429452e-26
760,-2.4372995213695267e-26,-7.311898564108581e-26
761,-2.4420890849827116e-26,-7.326267254948135e-26
762,-2.446879610274689e-26,-7.340638830824067e-26
763,-2.4516710882194698e-26,-7.35501326465841e-26
764,-2.456463509806414e-26,-7.369390529419243e-26
765,-2.4612568660402112e-26,-7.383770598120635e-26
766,-2.4660511479408584e-26,-7.398153443822576e-26
767,-2.4708463465436405e-26,-7.412539039630922e-26
768,-2.475642452899119e-26,-7.426927358697356e-26
769,-2.480439458073103e-26,-7.44131837421931e-26
770,-2.4852373531466358e-26,-7.455712059439908e-26
771,-2.4900361292159768e-26,-7.47010838764793e-26
772,-2.4948357773925825e-26,-7.484507332177747e-26
773,-2.499636288803083e-26,-7.498908866409249e-26
774,-2.5044376545892684e-26,-7.513312963767806e-26
775,-2.5092398659080705e-26,-7.527719597724212e-26
776,-2.514042913931538e-26,-7.542128741794613e-26
777,-2.5188467898468252e-26,-7.556540369540475e-26
778,-2.5236514848561678e-26,-7.570954454568503e-26
779,-2.5284569901768667e-26,-7.5853709705306e-26
780,-2.5332632970412705e-26,-7.599789891123812e-26
781,-2.5380703966967544e-26,-7.614211190090265e-26
782,-2.5428782804057003e-26,-7.628634841217102e-26
783,-2.547686939445485e-26,-7.643060818336456e-26
784,-2.552496365108453e-26,-7.657489095325359e-26
785,-2.5573065487019055e-26,-7.671919646105717e-26
786,-2.562117481548076e-26,-7.686352444644228e-26
787,-2.5669291549841146e-26,-7.700787464952344e-26
788,-2.5717415603620698e-26,-7.71522468108621e-26
789,-2.5765546890488694e-26,-7.729664067146609e-26
790,-2.581368532426301e-26,-7.744105597278903e-26
791,-2.586183081890998e-26,-7.758549245672994e-26
792,-2.590998328854413e-26,-7.772994986563239e-26
793,-2.5958142647428065e-26,-7.78744279422842e-26
794,-2.600630880997229e-26,-7.801892642991686e-26
795,-2.605448169073495e-26,-7.816344507220485e-26
796,-2.610266120442171e-26,-7.830798361326514e-26
797,-2.61508472658856e-26,-7.84525417976568e-26
798,-2.6199039790126734e-26,-7.85971193703802e-26
799,-2.62472386922922e-26,-7.874171607687661e-26
800,-2.6295443887675885e-26,-7.888633166302767e-26
801,-2.6343655291718243e-26,-7.903096587515474e-26
802,-2.639187282000616e-26,-7.917561846001847e-26
803,-2.644009638827271e-26,-7.932028916481812e-26
804,-2.648832591239706e-26,-7.94649777371912e-26
805,-2.653656130840422e-26,-7.960968392521264e-26
806,-2.6584802492464885e-26,-7.975440747739465e-26
807,-2.663304938089526e-26,-7.989914814268576e-26
808,-2.668130189015685e-26,-8.004390567047056e-26
809,-2.6729559936856336e-26,-8.018867981056903e-26
810,-2.6777823437745344e-26,-8.033347031323604e-26
811,-2.6826092309720255e-26,-8.047827692916077e-26
812,-2.68743664698221e-26,-8.062309940946631e-26
813,-2.692264583523629e-26,-8.076793750570889e-26
814,-2.6970930323292476e-26,-8.091279096987744e-26
815,-2.7019219851464407e-26,-8.105765955439322e-26
816,-2.7067514337369674e-26,-8.120254301210903e-26
817,-2.7115813698769585e-26,-8.134744109630875e-26
818,-2.7164117853568975e-26,-8.149235356070694e-26
819,-2.7212426719816023e-26,-8.163728015944807e-26
820,-2.726074021570205e-26,-8.178222064710614e-26
821,-2.73090582595614e-26,-8.192717477868422e-26
822,-2.7357380769871214e-26,-8.207214230961366e-26
823,-2.740570766525124e-26,-8.221712299575371e-26
824,-2.745403886446371e-26,-8.236211659339114e-26
825,-2.7502374286413127e-26,-8.250712285923938e-26
826,-2.755071385014606e-26,-8.265214155043818e-26
827,-2.759905747485103e-26,-8.279717242455311e-26
828,-2.764740507985831e-26,-8.294221523957495e-26
829,-2.769575658463969e-26,-8.308726975391908e-26
830,-2.774411190880842e-26,-8.323233572642525e-26
831,-2.7792470972118897e-26,-8.33774129163567e-26
832,-2.784083369446658e-26,-8.352250108339974e-26
833,-2.78891999958878e-26,-8.366759998766339e-26
834,-2.793756979655956e-26,-8.381270938967869e-26
835,-2.798594301679936e-26,-8.395782905039811e-26
836,-2.803431957706508e-26,-8.410295873119523e-26
837,-2.80826993979547e-26,-8.42480981938641e-26
838,-2.813108240020619e-26,-8.439324720061856e-26
839,-2.8179468504697374e-26,-8.453840551409213e-26
840,-2.8227857632445664e-26,-8.4683572897337e-26
841,-2.827624970460794e-26,-8.482874911382383e-26
842,-2.832464464248038e-26,-8.497393392744115e-26
843,-2.8373042367498253e-26,-8.511912710249476e-26
844,-2.842144280123576e-26,-8.526432840370728e-26
845,-2.846984586540588e-26,-8.540953759621765e-26
846,-2.851825148186017e-26,-8.55547544455805e-26
847,-2.85666595725886e-26,-8.569997871776579e-26
848,-2.8615070059719376e-26,-8.584521017915813e-26
849,-2.866348286551876e-26,-8.59904485965563e-26
850,-2.871189791239096e-26,-8.61356937371729e-26
851,-2.8760315122877855e-26,-8.628094536863359e-26
852,-2.880873441965887e-26,-8.642620325897661e-26
853,-2.885715572555082e-26,-8.657146717665247e-26
854,-2.8905578963507743e-26,-8.671673689052325e-26
855,-2.895400405662068e-26,-8.686201216986205e-26
856,-2.900243092811754e-26,-8.700729278435263e-26
857,-2.9050859501362936e-26,-8.715257850408881e-26
858,-2.9099289699857944e-26,-8.729786909957385e-26
859,-2.914772144724007e-26,-8.744316434172022e-26
860,-2.9196154667282924e-26,-8.758846400184879e-26
861,-2.9244589283896144e-26,-8.773376785168844e-26
862,-2.9293025221125196e-26,-8.78790756633756e-26
863,-2.9341462403151223e-26,-8.802438720945368e-26
864,-2.938990075429082e-26,-8.816970226287246e-26
865,-2.9438340198995955e-26,-8.831502059698787e-26
866,-2.9486780661853704e-26,-8.846034198556111e-26
867,-2.9535222067586136e-26,-8.86056662027584e-26
868,-2.9583664341050153e-26,-8.875099302315045e-26
869,-2.963210740723726e-26,-8.889632222171177e-26
870,-2.9680551191273456e-26,-8.904165357382038e-26
871,-2.972899561841905e-26,-8.918698685525717e-26
872,-2.977744061406848e-26,-8.933232184220543e-26
873,-2.982588610375012e-26,-8.947765831125037e-26
874,-2.987433201312619e-26,-8.962299603937857e-26
875,-2.9922778267992514e-26,-8.976833480397755e-26
876,-2.9971224794278347e-26,-8.991367438283503e-26
877,-3.0019671518046283e-26,-9.005901455413886e-26
878,-3.006811836549204e-26,-9.020435509647612e-26
879,-3.0116565262944224e-26,-9.034969578883268e-26
880,-3.016501213686433e-26,-9.049503641059299e-26
881,-3.0213458913846395e-26,-9.064037674153917e-26
882,-3.0261905520616925e-26,-9.078571656185079e-26
883,-3.031035188403476e-26,-9.093105565210427e-26
884,-3.0358797931090804e-26,-9.107639379327242e-26
885,-3.040724358890793e-26,-9.12217307667238e-26
886,-3.045568878474082e-26,-9.136706635422247e-26
887,-3.050413344597576e-26,-9.151240033792728e-26
888,-3.0552577500130474e-26,-9.165773250039143e-26
889,-3.060102087485402e-26,-9.180306262456205e-26
890,-3.0649463497926536e-26,-9.194839049377961e-26
