ell,Delta_Cl_over_Cl_A,Delta_Cl_over_Cl_B
66,-3.0877714361130307e-06,-9.263314308339092e-06
67,-3.179928463177095e-06,-9.539785389531284e-06
68,-3.273377104273162e-06,-9.820131312819485e-06
69,-3.36811465332592e-06,-1.010434395997776e-05
70,-3.4641384079221255e-06,-1.0392415223766376e-05
71,-3.5614456693064937e-06,-1.068433700791948e-05
72,-3.6600337423776186e-06,-1.0980101227132855e-05
73,-3.7598999356838708e-06,-1.1279699807051612e-05
74,-3.861041561419318e-06,-1.1583124684257955e-05
75,-3.963455935419643e-06,-1.1890367806258928e-05
76,-4.0671403771580596e-06,-1.220142113147418e-05
77,-4.1720922097412515e-06,-1.2516276629223755e-05
78,-4.278308759905289e-06,-1.2834926279715867e-05
79,-4.385787358011572e-06,-1.3157362074034715e-05
80,-4.494525338042766e-06,-1.3483576014128296e-05
81,-4.60452003759874e-06,-1.3813560112796218e-05
82,-4.715768797892528e-06,-1.4147306393677584e-05
83,-4.828268963746261e-06,-1.4484806891238782e-05
84,-4.942017883587139e-06,-1.4826053650761415e-05
85,-5.05701290944337e-06,-1.517103872833011e-05
86,-5.1732513969401595e-06,-1.5519754190820478e-05
87,-5.290730705295652e-06,-1.5872192115886953e-05
88,-5.409448197316914e-06,-1.622834459195074e-05
89,-5.529401239395914e-06,-1.6588203718187743e-05
90,-5.6505872015054925e-06,-1.6951761604516477e-05
91,-5.7730034571953484e-06,-1.7319010371586044e-05
92,-5.896647383588026e-06,-1.768994215076408e-05
93,-6.02151636137491e-06,-1.8064549084124727e-05
94,-6.147607774812214e-06,-1.844282332443664e-05
95,-6.274919011716989e-06,-1.8824757035150968e-05
96,-6.403447463463113e-06,-1.921034239038934e-05
97,-6.533190524977318e-06,-1.9599571574931953e-05
98,-6.664145594735179e-06,-1.9992436784205536e-05
99,-6.796310074757154e-06,-2.038893022427146e-05
100,-6.929681370604576e-06,-2.0789044111813727e-05
101,-7.064256891375702e-06,-2.1192770674127105e-05
102,-7.200034049701726e-06,-2.1600102149105177e-05
103,-7.3370102617428115e-06,-2.2011030785228435e-05
104,-7.475182947184133e-06,-2.24255488415524e-05
105,-7.6145495292319135e-06,-2.284364858769574e-05
106,-7.755107434609455e-06,-2.3265322303828363e-05
107,-7.89685409355321e-06,-2.369056228065963e-05
108,-8.039786939808817e-06,-2.4119360819426448e-05
109,-8.183903410627161e-06,-2.455171023188148e-05
110,-8.329200946760418e-06,-2.4987602840281254e-05
111,-8.475676992458147e-06,-2.542703097737444e-05
112,-8.62332899546334e-06,-2.586998698639002e-05
113,-8.772154407008484e-06,-2.6316463221025448e-05
114,-8.922150681811653e-06,-2.676645204543496e-05
115,-9.073315278072586e-06,-2.7219945834217755e-05
116,-9.225645657468764e-06,-2.7676936972406293e-05
117,-9.37913928515149e-06,-2.8137417855454466e-05
118,-9.533793629741992e-06,-2.8601380889225975e-05
119,-9.689606163327528e-06,-2.9068818489982584e-05
120,-9.84657436145745e-06,-2.9539723084372346e-05
121,-1.000469570313934e-05,-3.0014087109418018e-05
122,-1.0163967670835101e-05,-3.04919030125053e-05
123,-1.0324387750457081e-05,-3.0973163251371246e-05
124,-1.0485953431364163e-05,-3.145786029409249e-05
125,-1.0648662206357908e-05,-3.1945986619073725e-05
126,-1.0812511571678667e-05,-3.2437534715036e-05
127,-1.0977499027001705e-05,-3.293249708100511e-05
128,-1.1143622075433337e-05,-3.343086622630001e-05
129,-1.131087822350706e-05,-3.3932634670521175e-05
130,-1.1479264981179693e-05,-3.443779494353908e-05
131,-1.1648779861827506e-05,-3.494633958548252e-05
132,-1.1819420382242388e-05,-3.5458261146727166e-05
133,-1.1991184062627986e-05,-3.5973552187883955e-05
134,-1.2164068426595842e-05,-3.649220527978752e-05
135,-1.233807100116158e-05,-3.701421300348474e-05
136,-1.2513189316741056e-05,-3.753956795022317e-05
137,-1.2689420907146507e-05,-3.8068262721439515e-05
138,-1.2866763309582742e-05,-3.860028992874823e-05
139,-1.3045214064643308e-05,-3.913564219392992e-05
140,-1.3224770716306667e-05,-3.967431214892e-05
141,-1.3405430811932364e-05,-4.021629243579709e-05
142,-1.3587191902257228e-05,-4.076157570677168e-05
143,-1.3770051541391567e-05,-4.13101546241747e-05
144,-1.3954007286815329e-05,-4.186202186044598e-05
145,-1.4139056699374326e-05,-4.2417170098122976e-05
146,-1.4325197343276429e-05,-4.297559202982929e-05
147,-1.4512426786087764e-05,-4.353728035826329e-05
148,-1.4700742598728916e-05,-4.4102227796186745e-05
149,-1.4890142355471157e-05,-4.4670427066413474e-05
150,-1.5080623633932662e-05,-4.524187090179799e-05
151,-1.5272184015074685e-05,-4.581655204522406e-05
152,-1.5464821083197852e-05,-4.6394463249593555e-05
153,-1.565853242593832e-05,-4.6975597277814965e-05
154,-1.5853315634264065e-05,-4.7559946902792195e-05
155,-1.604916830247107e-05,-4.814750490741321e-05
156,-1.6246088028179584e-05,-4.8738264084538756e-05
157,-1.6444072412330374e-05,-4.933221723699112e-05
158,-1.664311905918094e-05,-4.992935717754282e-05
159,-1.6843225576301807e-05,-5.052967672890541e-05
160,-1.7044389574572737e-05,-5.1133168723718204e-05
161,-1.7246608668178997e-05,-5.1739826004536986e-05
162,-1.7449880474607653e-05,-5.234964142382296e-05
163,-1.7654202614643786e-05,-5.296260784393136e-05
164,-1.78595727123668e-05,-5.35787181371004e-05
165,-1.8065988395146653e-05,-5.419796518543995e-05
166,-1.8273447293640172e-05,-5.482034188092052e-05
167,-1.8481947041787322e-05,-5.544584112536196e-05
168,-1.869148527680747e-05,-5.607445583042241e-05
169,-1.8902059639195698e-05,-5.670617891758709e-05
170,-1.9113667772719073e-05,-5.734100331815722e-05
171,-1.9326307324412966e-05,-5.79789219732389e-05
172,-1.9539975944577323e-05,-5.8619927833731973e-05
173,-1.9754671286772982e-05,-5.9264013860318946e-05
174,-1.997039100781799e-05,-5.991117302345396e-05
175,-2.0187132767783873e-05,-6.056139830335162e-05
176,-2.040489422999201e-05,-6.121468268997603e-05
177,-2.0623673061009886e-05,-6.187101918302965e-05
178,-2.0843466930647467e-05,-6.25304007919424e-05
179,-2.1064273511953483e-05,-6.319282053586045e-05
180,-2.128609048121178e-05,-6.385827144363533e-05
181,-2.1508915517937656e-05,-6.452674655381296e-05
182,-2.1732746304874167e-05,-6.51982389146225e-05
183,-2.1957580527988504e-05,-6.587274158396551e-05
184,-2.2183415876468307e-05,-6.655024762940491e-05
185,-2.241025004271804e-05,-6.723075012815412e-05
186,-2.2638080722355296e-05,-6.791424216706589e-05
187,-2.2866905614207205e-05,-6.860071684262161e-05
188,-2.3096722420306763e-05,-6.929016726092028e-05
189,-2.332752884588919e-05,-6.998258653766758e-05
190,-2.355932259938831e-05,-7.067796779816492e-05
191,-2.3792101392432887e-05,-7.137630417729865e-05
192,-2.402586293984307e-05,-7.207758881952921e-05
193,-2.4260604959626706e-05,-7.278181487888012e-05
194,-2.4496325172975695e-05,-7.348897551892708e-05
195,-2.473302130426248e-05,-7.419906391278744e-05
196,-2.497069108103632e-05,-7.491207324310896e-05
197,-2.5209332234019767e-05,-7.56279967020593e-05
198,-2.5448942497105007e-05,-7.634682749131502e-05
199,-2.5689519607350254e-05,-7.706855882205076e-05
200,-2.593106130497622e-05,-7.779318391492866e-05
201,-2.6173565333362448e-05,-7.852069600008733e-05
202,-2.6417029439043737e-05,-7.92510883171312e-05
203,-2.6661451371706594e-05,-7.998435411511977e-05
204,-2.6906828884185592e-05,-8.072048665255677e-05
205,-2.715315973245984e-05,-8.145947919737951e-05
206,-2.7400441675649385e-05,-8.220132502694814e-05
207,-2.7648672476011644e-05,-8.294601742803493e-05
208,-2.7897849898937805e-05,-8.369354969681342e-05
209,-2.8147971712949335e-05,-8.4443915138848e-05
210,-2.8399035689694327e-05,-8.519710706908297e-05
211,-2.865103960394401e-05,-8.595311881183203e-05
212,-2.890398123358918e-05,-8.671194370076755e-05
213,-2.915785835963662e-05,-8.747357507890985e-05
214,-2.941266876620558e-05,-8.823800629861673e-05
215,-2.9668410240524237e-05,-8.90052307215727e-05
216,-2.992508057292612e-05,-8.977524171877836e-05
217,-3.018267755684664e-05,-9.054803267053993e-05
218,-3.0441198988819473e-05,-9.132359696645841e-05
219,-3.070064266847307e-05,-9.210192800541922e-05
220,-3.096100639852719e-05,-9.288301919558158e-05
221,-3.122228798478926e-05,-9.366686395436778e-05
222,-3.1484485236150935e-05,-9.44534557084528e-05
223,-3.1747595964584593e-05,-9.524278789375379e-05
224,-3.201161798513977e-05,-9.603485395541931e-05
225,-3.227654911593967e-05,-9.6829647347819e-05
226,-3.25423871781777e-05,-9.762716153453308e-05
227,-3.28091299961139e-05,-9.842738998834171e-05
228,-3.307677539707153e-05,-9.923032619121458e-05
229,-3.334532121143349e-05,-0.00010003596363430046
230,-3.3614765272638885e-05,-0.00010084429581791666
231,-3.388510541717955e-05,-0.00010165531625153863
232,-3.415633948459647e-05,-0.00010246901845378941
233,-3.442846531747644e-05,-0.00010328539595242933
234,-3.4701480761448506e-05,-0.00010410444228434552
235,-3.4975383665180494e-05,-0.00010492615099554146
236,-3.5250171880375516e-05,-0.00010575051564112654
237,-3.5525843261768636e-05,-0.0001065775297853059
238,-3.580239566712322e-05,-0.00010740718700136965
239,-3.607982695722763e-05,-0.00010823948087168288
240,-3.635813499589169e-05,-0.00010907440498767506
241,-3.663731764994325e-05,-0.00010991195294982975
242,-3.6917372789224755e-05,-0.00011075211836767426
243,-3.71982982865898e-05,-0.00011159489485976938
244,-3.748009201789963e-05,-0.00011244027605369889
245,-3.776275186201982e-05,-0.00011328825558605947
246,-3.804627570081674e-05,-0.0001141388271024502
247,-3.833066141915412e-05,-0.00011499198425746235
248,-3.861590690488973e-05,-0.00011584772071466918
249,-3.890201004887184e-05,-0.0001167060301466155
250,-3.918896874493584e-05,-0.0001175669062348075
251,-3.947678088990087e-05,-0.00011843034266970261
252,-3.976544438356635e-05,-0.00011929633315069905
253,-4.005495712870857e-05,-0.0001201648713861257
254,-4.034531703107732e-05,-0.00012103595109323197
255,-4.0636521999392484e-05,-0.00012190956599817746
256,-4.0928569945340575e-05,-0.00012278570983602173
257,-4.122145878357146e-05,-0.00012366437635071437
258,-4.151518643169483e-05,-0.0001245455592950845
259,-4.180975081027693e-05,-0.0001254292524308308
260,-4.210514984283712e-05,-0.00012631544952851134
261,-4.240138145584445e-05,-0.00012720414436753335
262,-4.2698443578714386e-05,-0.00012809533073614314
263,-4.2996334143805344e-05,-0.00012898900243141602
264,-4.3295051086415336e-05,-0.000129885153259246
265,-4.3594592344778685e-05,-0.00013078377703433606
266,-4.389495586006253e-05,-0.0001316848675801876
267,-4.4196139576363544e-05,-0.00013258841872909062
268,-4.4498141440704573e-05,-0.00013349442432211372
269,-4.480095940303126e-05,-0.0001344028782090938
270,-4.510459141620869e-05,-0.00013531377424862606
271,-4.540903543601808e-05,-0.00013622710630805423
272,-4.57142894211534e-05,-0.00013714286826346022
273,-4.6020351333218035e-05,-0.0001380610539996541
274,-4.632721913672145e-05,-0.00013898165741016435
275,-4.663489079907589e-05,-0.00013990467239722765
276,-4.6943364290593e-05,-0.000140830092871779
277,-4.725263758448051e-05,-0.00014175791275344152
278,-4.7562708656838936e-05,-0.0001426881259705168
279,-4.787357548665825e-05,-0.00014362072645997473
280,-4.818523605581452e-05,-0.00014455570816744354
281,-4.849768834906666e-05,-0.00014549306504719998
282,-4.881093035405311e-05,-0.00014643279106215932
283,-4.912496006128848e-05,-0.00014737488018386544
284,-4.943977546416028e-05,-0.00014831932639248083
285,-4.975537455892563e-05,-0.00014926612367677689
286,-5.007175534470797e-05,-0.0001502152660341239
287,-5.0388915823493694e-05,-0.00015116674747048107
288,-5.0706854000128974e-05,-0.00015212056200038693
289,-5.1025567882316374e-05,-0.0001530767036469491
290,-5.134505548061159e-05,-0.00015403516644183477
291,-5.166531480842027e-05,-0.00015499594442526082
292,-5.198634388199455e-05,-0.00015595903164598363
293,-5.230814072042996e-05,-0.00015692442216128988
294,-5.263070334566203e-05,-0.00015789211003698609
295,-5.29540297824631e-05,-0.00015886208934738928
296,-5.327811805843901e-05,-0.000159834354175317
297,-5.360296620402589e-05,-0.00016080889861207765
298,-5.392857225248681e-05,-0.00016178571675746041
299,-5.425493423990866e-05,-0.00016276480271972598
300,-5.45820502051988e-05,-0.00016374615061559637
301,-5.490991819008179e-05,-0.00016472975457024539
302,-5.5238536239096315e-05,-0.00016571560871728893
303,-5.556790239959171e-05,-0.00016670370719877513
304,-5.589801472172491e-05,-0.00016769404416517472
305,-5.6228871258457115e-05,-0.00016868661377537135
306,-5.656047006555062e-05,-0.00016968141019665185
307,-5.689280920156555e-05,-0.00017067842760469664
308,-5.722588672785665e-05,-0.00017167766018356994
309,-5.755970070857004e-05,-0.00017267910212571011
310,-5.789424921064006e-05,-0.00017368274763192017
311,-5.8229530303786006e-05,-0.000174688590911358
312,-5.8565542060508885e-05,-0.00017569662618152664
313,-5.890228255608833e-05,-0.00017670684766826498
314,-5.923974986857925e-05,-0.00017771924960573776
315,-5.957794207880875e-05,-0.00017873382623642624
316,-5.991685727037286e-05,-0.0001797505718111186
317,-6.025649352963337e-05,-0.00018076948058890011
318,-6.059684894571462e-05,-0.00018179054683714385
319,-6.093792161050034e-05,-0.00018281376483150102
320,-6.127970961863045e-05,-0.00018383912885589136
321,-6.162221106749787e-05,-0.0001848666332024936
322,-6.196542405724537e-05,-0.00018589627217173611
323,-6.230934669076238e-05,-0.00018692804007228712
324,-6.265397707368177e-05,-0.00018796193122104531
325,-6.299931331437681e-05,-0.00018899793994313043
326,-6.334535352395787e-05,-0.0001900360605718736
327,-6.36920958162693e-05,-0.0001910762874488079
328,-6.403953830788633e-05,-0.000192118614923659
329,-6.438767911811185e-05,-0.00019316303735433555
330,-6.473651636897327e-05,-0.00019420954910691977
331,-6.508604818521938e-05,-0.00019525814455565813
332,-6.543627269431722e-05,-0.00019630881808295163
333,-6.57871880264489e-05,-0.0001973615640793467
334,-6.613879231450853e-05,-0.00019841637694352558
335,-6.649108369409896e-05,-0.00019947325108229683
336,-6.684406030352878e-05,-0.00020053218091058635
337,-6.719772028380912e-05,-0.00020159316085142733
338,-6.755206177865056e-05,-0.00020265618533595167
339,-6.790708293445997e-05,-0.0002037212488033799
340,-6.826278190033737e-05,-0.0002047883457010121
341,-6.861915682807294e-05,-0.0002058574704842188
342,-6.897620587214371e-05,-0.00020692861761643114
343,-6.933392718971064e-05,-0.0002080017815691319
344,-6.96923189406154e-05,-0.0002090769568218462
345,-7.005137928737729e-05,-0.00021015413786213186
346,-7.041110639519013e-05,-0.00021123331918557038
347,-7.077149843191924e-05,-0.0002123144952957577
348,-7.113255356809826e-05,-0.00021339766070429476
349,-7.149426997692598e-05,-0.0002144828099307779
350,-7.185664583426353e-05,-0.00021556993750279058
351,-7.221967931863099e-05,-0.00021665903795589297
352,-7.258336861120449e-05,-0.00021775010583361342
353,-7.294771189581308e-05,-0.00021884313568743924
354,-7.331270735893563e-05,-0.00021993812207680687
355,-7.367835318969783e-05,-0.0002210350595690935
356,-7.404464757986904e-05,-0.0002221339427396071
357,-7.44115887238592e-05,-0.00022323476617157762
358,-7.477917481871599e-05,-0.00022433752445614796
359,-7.514740406412145e-05,-0.00022544221219236433
360,-7.551627466238912e-05,-0.00022654882398716734
361,-7.5885784818461e-05,-0.000227657354455383
362,-7.625593273990439e-05,-0.00022876779821971317
363,-7.662671663690891e-05,-0.0002298801499107267
364,-7.699813472228346e-05,-0.00023099440416685037
365,-7.737018521145316e-05,-0.00023211055563435946
366,-7.77428663224563e-05,-0.0002332285989673689
367,-7.811617627594138e-05,-0.00023434852882782411
368,-7.849011329516392e-05,-0.00023547033988549176
369,-7.886467560598364e-05,-0.00023659402681795093
370,-7.923986143686127e-05,-0.0002377195843105838
371,-7.961566901885555e-05,-0.00023884700705656663
372,-7.999209658562036e-05,-0.0002399762897568611
373,-8.036914237340151e-05,-0.0002411074271202045
374,-8.074680462103377e-05,-0.00024224041386310127
375,-8.112508156993801e-05,-0.00024337524470981404
376,-8.150397146411798e-05,-0.0002445119143923539
377,-8.188347255015752e-05,-0.00024565041765047256
378,-8.226358307721727e-05,-0.0002467907492316518
379,-8.264430129703202e-05,-0.00024793290389109606
380,-8.302562546390753e-05,-0.0002490768763917226
381,-8.340755383471742e-05,-0.00025022266150415227
382,-8.379008466890045e-05,-0.0002513702540067013
383,-8.41732162284574e-05,-0.0002525196486853722
384,-8.455694677794797e-05,-0.0002536708403338439
385,-8.494127458448808e-05,-0.0002548238237534642
386,-8.532619791774662e-05,-0.00025597859375323985
387,-8.57117150499426e-05,-0.0002571351451498278
388,-8.609782425584224e-05,-0.00025829347276752667
389,-8.648452381275591e-05,-0.00025945357143826773
390,-8.687181200053515e-05,-0.00026061543600160544
391,-8.725968710156979e-05,-0.0002617790613047093
392,-8.764814740078492e-05,-0.00026294444220235474
393,-8.803719118563808e-05,-0.00026411157355691424
394,-8.842681674611601e-05,-0.000265280450238348
395,-8.881702237473206e-05,-0.00026645106712419614
396,-8.920780636652301e-05,-0.000267623419099569
397,-8.959916701904614e-05,-0.0002687975010571384
398,-8.999110263237645e-05,-0.0002699733078971293
399,-9.038361150910355e-05,-0.00027115083452731065
400,-9.077669195432874e-05,-0.00027233007586298624
401,-9.117034227566228e-05,-0.0002735110268269868
402,-9.15645607832202e-05,-0.00027469368234966056
403,-9.195934578962148e-05,-0.0002758780373688644
404,-9.235469560998524e-05,-0.0002770640868299557
405,-9.275060856192768e-05,-0.000278251825685783
406,-9.314708296555911e-05,-0.0002794412488966773
407,-9.354411714348127e-05,-0.00028063235143044383
408,-9.394170942078426e-05,-0.00028182512826235276
409,-9.433985812504354e-05,-0.0002830195743751306
410,-9.473856158631728e-05,-0.00028421568475895184
411,-9.513781813714334e-05,-0.00028541345441143
412,-9.553762611253616e-05,-0.0002866128783376085
413,-9.593798384998432e-05,-0.00028781395154995297
414,-9.633888968944722e-05,-0.00028901666906834165
415,-9.674034197335243e-05,-0.0002902210259200573
416,-9.714233904659271e-05,-0.0002914270171397781
417,-9.754487925652321e-05,-0.00029263463776956964
418,-9.794796095295844e-05,-0.0002938438828588753
419,-9.835158248816956e-05,-0.0002950547474645087
420,-9.875574221688147e-05,-0.00029626722665064445
421,-9.916043849626982e-05,-0.00029748131548880944
422,-9.956566968595827e-05,-0.0002986970090578748
423,-9.997143414801559e-05,-0.0002999143024440468
424,-0.00010037773024695285,-0.0003011331907408585
425,-0.0001007845563497203,-0.00030235366904916085
426,-0.00010119191082570494,-0.0003035757324771148
427,-0.00010159979204672737,-0.0003047993761401821
428,-0.00010200819838703896,-0.00030602459516111685
429,-0.00010241712822331912,-0.0003072513846699574
430,-0.00010282657993467245,-0.0003084797398040173
431,-0.00010323655190262565,-0.00030970965570787696
432,-0.00010364704251112508,-0.0003109411275333752
433,-0.0001040580501465336,-0.0003121741504396008
434,-0.00010446957319762789,-0.00031340871959288364
435,-0.00010488161005559556,-0.00031464483016678665
436,-0.00010529415911403245,-0.00031588247734209735
437,-0.00010570721876893959,-0.00031712165630681875
438,-0.00010612078741872054,-0.00031836236225616163
439,-0.00010653486346417857,-0.0003196045903925357
440,-0.00010694944530851373,-0.00032084833592554117
441,-0.00010736453135732015,-0.00032209359407196043
442,-0.00010778012001858325,-0.00032334036005574973
443,-0.00010819620970267675,-0.0003245886291080302
444,-0.00010861279882236009,-0.00032583839646708026
445,-0.00010902988579277554,-0.00032708965737832666
446,-0.00010944746903144533,-0.00032834240709433597
447,-0.00010986554695826893,-0.00032959664087480676
448,-0.00011028411799552035,-0.00033085235398656106
449,-0.00011070318056784511,-0.0003321095417035353
450,-0.00011112273310225769,-0.00033336819930677303
451,-0.00011154277402813866,-0.00033462832208441595
452,-0.00011196330177723177,-0.00033588990533169527
453,-0.00011238431478364145,-0.00033715294435092435
454,-0.00011280581148382979,-0.0003384174344514893
455,-0.0001132277903166139,-0.00033968337094984167
456,-0.00011365024972316309,-0.0003409507491694892
457,-0.00011407318814699602,-0.00034221956444098803
458,-0.00011449660403397823,-0.0003434898121019347
459,-0.000114920495832319,-0.000344761487496957
460,-0.00011534486199256886,-0.00034603458597770657
461,-0.00011576970096761672,-0.00034730910290285016
462,-0.0001161950112126872,-0.00034858503363806157
463,-0.00011662079118533771,-0.0003498623735560131
464,-0.00011704703934545598,-0.0003511411180363679
465,-0.00011747375415525702,-0.0003524212624657711
466,-0.00011790093407928062,-0.0003537028022378418
467,-0.00011832857758438848,-0.00035498573275316537
468,-0.00011875668313976146,-0.00035627004941928437
469,-0.00011918524921689695,-0.00035755574765069083
470,-0.00011961427428960616,-0.0003588428228688185
471,-0.00012004375683401111,-0.00036013127050203334
472,-0.00012047369532854229,-0.00036142108598562683
473,-0.0001209040882539358,-0.0003627122647618074
474,-0.00012133493409323042,-0.0003640048022796912
475,-0.00012176623133176521,-0.00036529869399529565
476,-0.0001221979784571767,-0.00036659393537153003
477,-0.00012263017395939594,-0.0003678905218781878
478,-0.0001230628163306462,-0.00036918844899193863
479,-0.00012349590406544007,-0.0003704877121963202
480,-0.00012392943566057662,-0.0003717883069817298
481,-0.00012436340961513885,-0.00037309022884541654
482,-0.0001247978244304911,-0.00037439347329147333
483,-0.00012523267861027612,-0.0003756980358308283
484,-0.00012566797066041255,-0.0003770039119812376
485,-0.00012610369908909214,-0.00037831109726727636
486,-0.00012653986240677726,-0.00037961958722033175
487,-0.0001269764591261978,-0.00038092937737859345
488,-0.00012741348776234898,-0.00038224046328704696
489,-0.0001278509468324884,-0.00038355284049746525
490,-0.0001282888348561333,-0.00038486650456839996
491,-0.0001287271503550582,-0.0003861814510651746
492,-0.00012916589185329192,-0.0003874976755598757
493,-0.000129605057877115,-0.000388815173631345
494,-0.00013004464695505718,-0.00039013394086517155
495,-0.00013048465761789462,-0.0003914539728536839
496,-0.00013092508839864718,-0.00039277526519594153
497,-0.00013136593783257585,-0.00039409781349772756
498,-0.0001318072044571803,-0.0003954216133715409
499,-0.00013224888681219568,-0.00039674666043658705
500,-0.00013269098343959062,-0.00039807295031877183
501,-0.00013313349288356416,-0.00039940047865069244
502,-0.0001335764136905432,-0.00040072924107162957
503,-0.00013401974440917997,-0.0004020592332275399
504,-0.00013446348359034938,-0.00040339045077104815
505,-0.00013490762978714618,-0.00040472288936143854
506,-0.0001353521815548826,-0.0004060565446646478
507,-0.00013579713745108564,-0.0004073914123532569
508,-0.00013624249603549424,-0.0004087274881064827
509,-0.00013668825587005707,-0.0004100647676101712
510,-0.0001371344155189295,-0.0004114032465567885
511,-0.00013758097354847124,-0.0004127429206454137
512,-0.0001380279285272436,-0.0004140837855817308
513,-0.00013847527902600704,-0.00041542583707802113
514,-0.00013892302361771832,-0.00041676907085315493
515,-0.00013937116087752805,-0.00041811348263258414
516,-0.00013981968938277817,-0.0004194590681483345
517,-0.00014026860771299918,-0.0004208058231389975
518,-0.00014071791444990753,-0.0004221537433497226
519,-0.00014116760817740328,-0.0004235028245322098
520,-0.00014161768748156717,-0.0004248530624447015
521,-0.00014206815095065827,-0.0004262044528519748
522,-0.00014251899717511134,-0.000427556991525334
523,-0.00014297022474753424,-0.00042891067424260273
524,-0.00014342183226270523,-0.0004302654967881157
525,-0.00014387381831757064,-0.00043162145495271193
526,-0.0001443261815112421,-0.00043297854453372637
527,-0.00014477892044499396,-0.0004343367613349819
528,-0.0001452320337222609,-0.00043569610116678264
529,-0.00014568551994863517,-0.00043705655984590554
530,-0.0001461393777318641,-0.0004384181331955923
531,-0.00014659360568184757,-0.00043978081704554273
532,-0.0001470482024106355,-0.0004411446072319065
533,-0.000147503166532425,-0.00044250949959727496
534,-0.00014795849666355824,-0.00044387548999067465
535,-0.00014841419142251966,-0.00044524257426755895
536,-0.00014887024942993328,-0.00044661074828979987
537,-0.0001493266693085606,-0.00044798000792568176
538,-0.00014978344968329758,-0.0004493503490498927
539,-0.00015024058918117238,-0.00045072176754351714
540,-0.00015069808643134271,-0.0004520942592940281
541,-0.00015115594006509344,-0.0004534678201952803
542,-0.00015161414871583373,-0.0004548424461475012
543,-0.00015207271101909506,-0.0004562181330572852
544,-0.00015253162561252808,-0.0004575948768375843
545,-0.0001529908911359005,-0.0004589726734077015
546,-0.0001534505062310945,-0.00046035151869328343
547,-0.00015391046954210395,-0.0004617314086263118
548,-0.00015437077971503245,-0.0004631123391450973
549,-0.00015483143539809005,-0.00046449430619427016
550,-0.0001552924352415915,-0.0004658773057247745
551,-0.00015575377789795326,-0.0004672613336938598
552,-0.00015621546202169106,-0.0004686463860650731
553,-0.00015667748626941756,-0.0004700324588082527
554,-0.00015713984929983975,-0.00047141954789951926
555,-0.00015760254977375643,-0.0004728076493212693
556,-0.00015806558635405573,-0.00047419675906216715
557,-0.00015852895770571273,-0.00047558687311713817
558,-0.00015899266249578666,-0.00047697798748735996
559,-0.00015945669939341882,-0.0004783700981802564
560,-0.00015992106706982988,-0.00047976320120948963
561,-0.0001603857641983172,-0.0004811572925949516
562,-0.00016085078945425282,-0.0004825523683627584
563,-0.00016131614151508063,-0.0004839484245452419
564,-0.00016178181906031393,-0.00048534545718094174
565,-0.00016224782077153303,-0.0004867434623145991
566,-0.00016271414533238288,-0.0004881424359971486
567,-0.00016318079142857038,-0.0004895423742857111
568,-0.00016364775774786196,-0.0004909432732435859
569,-0.00016411504298008143,-0.0004923451289402443
570,-0.00016458264581710696,-0.0004937479374513209
571,-0.00016505056495286918,-0.0004951516948586075
572,-0.00016551879908334848,-0.0004965563972500454
573,-0.00016598734690657224,-0.0004979620407197167
574,-0.0001664562071226131,-0.0004993686213678393
575,-0.00016692537843358593,-0.0005007761353007578
576,-0.00016739485954364553,-0.0005021845786309365
577,-0.00016786464915898426,-0.0005035939474769528
578,-0.0001683347459878297,-0.0005050042379634891
579,-0.0001688051487404419,-0.0005064154462213257
580,-0.00016927585612911113,-0.0005078275683873334
581,-0.00016974686686815557,-0.0005092406006044667
582,-0.0001702181796739188,-0.0005106545390217564
583,-0.00017068979326476707,-0.0005120693797943012
584,-0.0001711617063610874,-0.0005134851190832622
585,-0.00017163391768528475,-0.0005149017530558542
586,-0.00017210642596177981,-0.0005163192778853394
587,-0.0001725792299170064,-0.0005177376897510192
588,-0.00017305232827940942,-0.0005191569848382282
589,-0.00017352571977944197,-0.0005205771593383259
590,-0.0001739994031495632,-0.0005219982094486896
591,-0.00017447337712423602,-0.0005234201313727081
592,-0.00017494764043992438,-0.000524842921319773
593,-0.00017542219183509105,-0.0005262665755052732
594,-0.00017589703005019532,-0.0005276910901505859
595,-0.00017637215382769044,-0.0005291164614830713
596,-0.00017684756191202117,-0.0005305426857360635
597,-0.0001773232530496217,-0.0005319697591488651
598,-0.0001777992259889128,-0.0005333976779667383
599,-0.0001782754794802999,-0.0005348264384408997
600,-0.0001787520122761705,-0.0005362560368285114
601,-0.0001792288231308916,-0.0005376864693926747
602,-0.00017970591080080763,-0.0005391177324024229
603,-0.000180183274044238,-0.000540549822132714
604,-0.00018066091162147457,-0.0005419827348644236
605,-0.00018113882229477943,-0.0005434164668843383
606,-0.00018161700482838256,-0.0005448510144851476
607,-0.00018209545798847918,-0.0005462863739654375
608,-0.00018257418054322782,-0.0005477225416296834
609,-0.00018305317126274763,-0.0005491595137882429
610,-0.00018353242891911616,-0.0005505972867573484
611,-0.0001840119522863669,-0.0005520358568591007
612,-0.00018449174014048718,-0.0005534752204214616
613,-0.0001849717912594154,-0.0005549153737782462
614,-0.00018545210442303902,-0.0005563563132691171
615,-0.00018593267841319214,-0.0005577980352395764
616,-0.0001864135120136531,-0.0005592405360409593
617,-0.00018689460401014212,-0.0005606838120304264
618,-0.00018737595319031906,-0.0005621278595709572
619,-0.00018785755834378105,-0.0005635726750313431
