ell,Delta_Cl_over_Cl_A,Delta_Cl_over_Cl_B
2568,-0.0008817472569426801,-0.0026452417708280403
2569,-0.0008818460163435573,-0.0026455380490306717
2570,-0.0008819445195402489,-0.0026458335586207467
2571,-0.0008820427666524032,-0.0026461282999572094
2572,-0.0008821407577997422,-0.0026464222733992267
2573,-0.0008822384931020605,-0.0026467154793061816
2574,-0.0008823359726792252,-0.0026470079180376757
2575,-0.0008824331966511751,-0.0026472995899535254
2576,-0.0008825301651379214,-0.0026475904954137643
2577,-0.0008826268782595472,-0.0026478806347786416
2578,-0.0008827233361362067,-0.00264817000840862
2579,-0.0008828195388881265,-0.002648458616664379
2580,-0.0008829154866356026,-0.002648746459906808
2581,-0.0008830111794990035,-0.0026490335384970103
2582,-0.0008831066175987672,-0.0026493198527963013
2583,-0.0008832018010554029,-0.0026496054031662085
2584,-0.0008832967299894895,-0.0026498901899684687
2585,-0.0008833914045216761,-0.002650174213565028
2586,-0.0008834858247726815,-0.002650457474318044
2587,-0.0008835799908632941,-0.0026507399725898824
2588,-0.0008836739029143713,-0.0026510217087431136
2589,-0.0008837675610468399,-0.0026513026831405198
2590,-0.0008838609653816954,-0.002651582896145086
2591,-0.0008839541160400022,-0.0026518623481200064
2592,-0.0008840470131428926,-0.0026521410394286776
2593,-0.0008841396568115671,-0.002652418970434701
2594,-0.0008842320471672949,-0.002652696141501885
2595,-0.0008843241843314122,-0.0026529725529942367
2596,-0.000884416068425323,-0.002653248205275969
2597,-0.0008845076995704982,-0.0026535230987114944
2598,-0.0008845990778884765,-0.0026537972336654293
2599,-0.0008846902035008629,-0.0026540706105025887
2600,-0.000884781076529329,-0.0026543432295879866
2601,-0.000884871697095613,-0.0026546150912868387
2602,-0.0008849620653215194,-0.0026548861959645583
2603,-0.0008850521813289187,-0.002655156543986756
2604,-0.0008851420452397465,-0.0026554261357192395
2605,-0.0008852316571760048,-0.0026556949715280144
2606,-0.0008853210172597604,-0.002655963051779281
2607,-0.000885410125613145,-0.0026562303768394345
2608,-0.000885498982358356,-0.0026564969470750676
2609,-0.0008855875876176543,-0.0026567627628529627
2610,-0.0008856759415133662,-0.0026570278245400987
2611,-0.000885764044167882,-0.002657292132503646
2612,-0.0008858518957036557,-0.002657555687110967
2613,-0.0008859394962432051,-0.002657818488729615
2614,-0.0008860268459091118,-0.0026580805377273355
2615,-0.0008861139448240211,-0.0026583418344720633
2616,-0.0008862007931106407,-0.002658602379331922
2617,-0.0008862873908917415,-0.0026588621726752245
2618,-0.0008863737382901572,-0.002659121214870471
2619,-0.000886459835428784,-0.0026593795062863517
2620,-0.0008865456824305799,-0.00265963704729174
2621,-0.0008866312794185662,-0.0026598938382556988
2622,-0.0008867166265158246,-0.0026601498795474736
2623,-0.0008868017238454994,-0.002660405171536498
2624,-0.0008868865715307958,-0.002660659714592387
2625,-0.0008869711696949803,-0.002660913509084941
2626,-0.0008870555184613807,-0.002661166555384142
2627,-0.0008871396179533855,-0.0026614188538601562
2628,-0.0008872234682944434,-0.00266167040488333
2629,-0.0008873070696080637,-0.0026619212088241913
2630,-0.0008873904220178163,-0.0026621712660534484
2631,-0.0008874735256473299,-0.0026624205769419894
2632,-0.0008875563806202944,-0.0026626691418608827
2633,-0.000887638987060458,-0.0026629169611813736
2634,-0.0008877213450916287,-0.002663164035274886
2635,-0.0008878034548376734,-0.00266341036451302
2636,-0.0008878853164225185,-0.0026636559492675556
2637,-0.0008879669299701484,-0.002663900789910445
2638,-0.0008880482956046062,-0.0026641448868138184
2639,-0.0008881294134499933,-0.0026643882403499797
2640,-0.0008882102836304688,-0.0026646308508914062
2641,-0.0008882909062702503,-0.002664872718810751
2642,-0.0008883712814936127,-0.0026651138444808383
2643,-0.0008884514094248884,-0.002665354228274665
2644,-0.0008885312901884666,-0.0026655938705653997
2645,-0.0008886109239087942,-0.0026658327717263824
2646,-0.0008886903107103742,-0.0026660709321311227
2647,-0.0008887694507177669,-0.0026663083521533005
2648,-0.0008888483440555887,-0.002666545032166766
2649,-0.0008889269908485119,-0.0026667809725455355
2650,-0.0008890053912212652,-0.0026670161736637955
2651,-0.0008890835452986329,-0.002667250635895899
2652,-0.000889161453205455,-0.0026674843596163652
2653,-0.0008892391150666265,-0.002667717345199879
2654,-0.0008893165310070981,-0.002667949593021294
2655,-0.0008893937011518755,-0.0026681811034556264
2656,-0.0008894706256260181,-0.002668411876878054
2657,-0.0008895473045546411,-0.0026686419136639234
2658,-0.0008896237380629139,-0.0026688712141887416
2659,-0.000889699926276059,-0.0026690997788281767
2660,-0.0008897758693193542,-0.0026693276079580623
2661,-0.00088985156731813,-0.0026695547019543898
2662,-0.0008899270203977711,-0.0026697810611933134
2663,-0.0008900022286837151,-0.002670006686051145
2664,-0.0008900771923014534,-0.00267023157690436
2665,-0.0008901519113765296,-0.0026704557341295887
2666,-0.0008902263860345404,-0.002670679158103621
2667,-0.000890300616401135,-0.002670901849203405
2668,-0.0008903746026020147,-0.002671123807806044
2669,-0.0008904483447629334,-0.0026713450342888
2670,-0.0008905218430096968,-0.0026715655290290904
2671,-0.0008905950974681621,-0.002671785292404486
2672,-0.000890668108264238,-0.002672004324792714
2673,-0.0008907408755238852,-0.0026722226265716554
2674,-0.0008908133993731147,-0.002672440198119344
2675,-0.000890885679937989,-0.0026726570398139665
2676,-0.0008909577173446212,-0.0026728731520338635
2677,-0.000891029511719175,-0.0026730885351575247
2678,-0.0008911010631878642,-0.0026733031895635924
2679,-0.0008911723718769529,-0.0026735171156308584
2680,-0.0008912434379127554,-0.0026737303137382663
2681,-0.0008913142614216358,-0.0026739427842649073
2682,-0.000891384842530007,-0.002674154527590021
2683,-0.0008914551813643324,-0.002674365544092997
2684,-0.0008915252780511237,-0.002674575834153371
2685,-0.0008915951327169417,-0.002674785398150825
2686,-0.0008916647454883969,-0.0026749942364651907
2687,-0.000891734116492147,-0.002675202349476441
2688,-0.0008918032458548992,-0.0026754097375646974
2689,-0.0008918721337034081,-0.002675616401110224
2690,-0.0008919407801644769,-0.0026758223404934308
2691,-0.0008920091853649567,-0.00267602755609487
2692,-0.0008920773494317455,-0.002676232048295236
2693,-0.0008921452724917894,-0.0026764358174753682
2694,-0.0008922129546720816,-0.0026766388640162447
2695,-0.0008922803960996624,-0.0026768411882989868
2696,-0.0008923475969016183,-0.002677042790704855
2697,-0.0008924145572050837,-0.002677243671615251
2698,-0.0008924812771372382,-0.0026774438314117145
2699,-0.0008925477568253086,-0.002677643270475926
2700,-0.0008926139963965674,-0.002677841989189702
2701,-0.000892679995978333,-0.0026780399879349987
2702,-0.0008927457556979698,-0.002678237267093909
2703,-0.000892811275682887,-0.002678433827048661
2704,-0.00089287655606054,-0.0026786296681816195
2705,-0.0008929415969584289,-0.0026788247908752865
2706,-0.000893006398504099,-0.002679019195512297
2707,-0.0008930709608251398,-0.002679212882475419
2708,-0.0008931352840491862,-0.0026794058521475584
2709,-0.0008931993683039169,-0.0026795981049117508
2710,-0.0008932632137170547,-0.002679789641151164
2711,-0.0008933268204163672,-0.002679980461249101
2712,-0.0008933901885296645,-0.0026801705655889936
2713,-0.0008934533181848019,-0.0026803599545544054
2714,-0.0008935162095096772,-0.0026805486285290314
2715,-0.0008935788626322313,-0.002680736587896694
2716,-0.0008936412776804489,-0.0026809238330413464
2717,-0.0008937034547823572,-0.002681110364347071
2718,-0.0008937653940660258,-0.0026812961821980775
2719,-0.0008938270956595678,-0.0026814812869787033
2720,-0.0008938885596911369,-0.0026816656790734105
2721,-0.0008939497862889311,-0.002681849358866793
2722,-0.0008940107755811889,-0.0026820323267435667
2723,-0.0008940715276961911,-0.002682214583088573
2724,-0.0008941320427622594,-0.002682396128286778
2725,-0.0008941923209077582,-0.0026825769627232742
2726,-0.0008942523622610923,-0.0026827570867832768
2727,-0.0008943121669507072,-0.002682936500852122
2728,-0.0008943717351050904,-0.002683115205315271
2729,-0.0008944310668527691,-0.002683293200558307
2730,-0.000894490162322311,-0.002683470486966933
2731,-0.0008945490216423251,-0.002683647064926975
2732,-0.0008946076449414592,-0.0026838229348243774
2733,-0.0008946660323484022,-0.0026839980970452064
2734,-0.000894724183991882,-0.002684172551975646
2735,-0.0008947821000006666,-0.0026843463000019996
2736,-0.000894839780503563,-0.002684519341510689
2737,-0.0008948972256294177,-0.002684691676888253
2738,-0.0008949544355071162,-0.0026848633065213487
2739,-0.0008950114102655828,-0.0026850342307967487
2740,-0.0008950681500337804,-0.0026852044501013412
2741,-0.0008951246549407107,-0.002685373964822132
2742,-0.0008951809251154135,-0.0026855427753462403
2743,-0.0008952369606869669,-0.0026857108820609005
2744,-0.0008952927617844867,-0.00268587828535346
2745,-0.0008953483285371269,-0.0026860449856113805
2746,-0.0008954036610740786,-0.002686210983222236
2747,-0.000895458759524571,-0.002686376278573713
2748,-0.0008955136240178698,-0.0026865408720536093
2749,-0.0008955682546832787,-0.002686704764049836
2750,-0.0008956226516501371,-0.002686867954950411
2751,-0.0008956768150478225,-0.002687030445143467
2752,-0.0008957307450057478,-0.0026871922350172432
2753,-0.0008957844416533628,-0.0026873533249600883
2754,-0.0008958379051201535,-0.0026875137153604604
2755,-0.000895891135535642,-0.002687673406606926
2756,-0.0008959441330293861,-0.002687832399088158
2757,-0.0008959968977309789,-0.0026879906931929366
2758,-0.0008960494297700498,-0.0026881482893101496
2759,-0.000896101729276263,-0.0026883051878287888
2760,-0.0008961537963793179,-0.0026884613891379533
2761,-0.000896205631208949,-0.002688616893626847
2762,-0.0008962572338949253,-0.0026887717016847758
2763,-0.0008963086045670509,-0.0026889258137011525
2764,-0.0008963597433551642,-0.0026890792300654927
2765,-0.0008964106503891377,-0.002689231951167413
2766,-0.000896461325798878,-0.0026893839773966337
2767,-0.0008965117697143257,-0.002689535309142977
2768,-0.0008965619822654553,-0.002689685946796366
2769,-0.0008966119635822749,-0.0026898358907468246
2770,-0.0008966617137948257,-0.0026899851413844772
2771,-0.0008967112330331826,-0.0026901336990995477
2772,-0.0008967605214274534,-0.00269028156428236
2773,-0.0008968095791077785,-0.0026904287373233356
2774,-0.000896858406204331,-0.002690575218612993
2775,-0.0008969070028473176,-0.0026907210085419524
2776,-0.0008969553691669759,-0.002690866107500928
2777,-0.0008970035052935771,-0.002691010515880731
2778,-0.0008970514113574233,-0.00269115423407227
2779,-0.0008970990874888492,-0.0026912972624665477
2780,-0.0008971465338182211,-0.0026914396014546633
2781,-0.0008971937504759368,-0.0026915812514278106
2782,-0.0008972407375924251,-0.002691722212777275
2783,-0.0008972874952981468,-0.0026918624858944403
2784,-0.0008973340237235929,-0.0026920020711707787
2785,-0.0008973803229992859,-0.0026921409689978576
2786,-0.0008974263932557786,-0.0026922791797673357
2787,-0.0008974722346236547,-0.002692416703870964
2788,-0.0008975178472335281,-0.002692553541700584
2789,-0.0008975632312160426,-0.0026926896936481275
2790,-0.0008976083867018725,-0.0026928251601056174
2791,-0.000897653313821722,-0.002692959941465166
2792,-0.0008976980127063243,-0.002693094038118973
2793,-0.0008977424834864428,-0.0026932274504593286
2794,-0.0008977867262928706,-0.0026933601788786117
2795,-0.0008978307412564287,-0.002693492223769286
2796,-0.0008978745285079687,-0.002693623585523906
2797,-0.0008979180881783701,-0.0026937542645351104
2798,-0.0008979614203985411,-0.0026938842611956234
2799,-0.0008980045252994189,-0.0026940135758982565
2800,-0.0008980474030119689,-0.0026941422090359063
2801,-0.0008980900536671846,-0.0026942701610015536
2802,-0.0008981324773960876,-0.0026943974321882625
2803,-0.0008981746743297274,-0.002694524022989182
2804,-0.0008982166445991818,-0.0026946499337975457
2805,-0.0008982583883355552,-0.0026947751650066654
2806,-0.0008982999056699798,-0.0026948997170099394
2807,-0.0008983411967336157,-0.002695023590200847
2808,-0.0008983822616576483,-0.002695146784972945
2809,-0.0008984231005732924,-0.002695269301719877
2810,-0.0008984637136117873,-0.002695391140835362
2811,-0.0008985041009044006,-0.002695512302713202
2812,-0.0008985442625824249,-0.002695632787747275
2813,-0.0008985841987771802,-0.0026957525963315406
2814,-0.000898623909620012,-0.002695871728860036
2815,-0.000898663395242292,-0.002695990185726876
2816,-0.0008987026557754175,-0.002696107967326252
2817,-0.0008987416913508116,-0.0026962250740524348
2818,-0.0008987805020999229,-0.0026963415062997687
2819,-0.000898819088154225,-0.002696457264462675
2820,-0.0008988574496452173,-0.002696572348935652
2821,-0.0008988955867044234,-0.00269668676011327
2822,-0.0008989334994633923,-0.002696800498390177
2823,-0.0008989711880536972,-0.0026969135641610915
2824,-0.0008990086526069366,-0.0026970259578208097
2825,-0.0008990458932547327,-0.0026971376797641977
2826,-0.0008990829101287319,-0.0026972487303861953
2827,-0.0008991197033606049,-0.0026973591100818146
2828,-0.0008991562730820461,-0.002697468819246138
2829,-0.0008991926194247742,-0.0026975778582743228
2830,-0.0008992287425205306,-0.0026976862275615915
2831,-0.0008992646425010809,-0.0026977939275032426
2832,-0.0008993003194982133,-0.0026979009584946396
2833,-0.0008993357736437392,-0.0026980073209312175
2834,-0.0008993710050694937,-0.002698113015208481
2835,-0.0008994060139073339,-0.0026982180417220013
2836,-0.0008994408002891399,-0.0026983224008674195
2837,-0.0008994753643468141,-0.002698426093040442
2838,-0.0008995097062122813,-0.0026985291186368437
2839,-0.0008995438260174884,-0.002698631478052465
2840,-0.0008995777238944047,-0.002698733171683214
2841,-0.0008996113999750211,-0.0026988341999250633
2842,-0.0008996448543913498,-0.002698934563174049
2843,-0.0008996780872754252,-0.0026990342618262754
2844,-0.0008997110987593031,-0.002699133296277909
2845,-0.0008997438889750598,-0.0026992316669251794
2846,-0.0008997764580547937,-0.0026993293741643808
2847,-0.0008998088061306233,-0.0026994264183918698
2848,-0.0008998409333346888,-0.0026995228000040662
2849,-0.0008998728397991498,-0.002699618519397449
2850,-0.0008999045256561876,-0.0026997135769685626
2851,-0.0008999359910380032,-0.0026998079731140098
2852,-0.0008999672360768178,-0.0026999017082304532
2853,-0.000899998260904873,-0.0026999947827146186
2854,-0.0009000290656544299,-0.0027000871969632893
2855,-0.0009000596504577695,-0.0027001789513733084
2856,-0.0009000900154471926,-0.0027002700463415776
2857,-0.0009001201607550188,-0.002700360482265056
2858,-0.0009001500865135878,-0.002700450259540763
2859,-0.0009001797928552574,-0.002700539378565772
2860,-0.0009002092799124059,-0.0027006278397372174
2861,-0.0009002385478174292,-0.0027007156434522873
2862,-0.0009002675967027416,-0.002700802790108225
2863,-0.0009002964267007774,-0.002700889280102332
2864,-0.0009003250379439883,-0.002700975113831965
2865,-0.0009003534305648444,-0.002701060291694533
2866,-0.0009003816046958333,-0.0027011448140875
2867,-0.0009004095604694622,-0.0027012286814083863
2868,-0.0009004372980182544,-0.002701311894054763
2869,-0.0009004648174747515,-0.0027013944524242545
2870,-0.0009004921189715127,-0.002701476356914538
2871,-0.0009005192026411143,-0.002701557607923343
2872,-0.0009005460686161501,-0.00270163820584845
2873,-0.0009005727170292311,-0.0027017181510876932
2874,-0.0009005991480129844,-0.0027017974440389533
2875,-0.0009006253617000548,-0.0027018760851001645
2876,-0.0009006513582231032,-0.0027019540746693093
2877,-0.0009006771377148071,-0.002702031413144421
2878,-0.0009007027003078604,-0.002702108100923581
2879,-0.0009007280461349731,-0.002702184138404919
2880,-0.0009007531753288711,-0.0027022595259866135
2881,-0.000900778088022297,-0.0027023342640668906
2882,-0.0009008027843480077,-0.002702408353044023
2883,-0.0009008272644387771,-0.002702481793316331
2884,-0.0009008515284273937,-0.002702554585282181
2885,-0.0009008755764466618,-0.002702626729339985
2886,-0.0009008994086294008,-0.002702698225888202
2887,-0.0009009230251084448,-0.0027027690753253343
2888,-0.0009009464260166432,-0.0027028392780499293
2889,-0.0009009696114868597,-0.002702908834460579
2890,-0.0009009925816519734,-0.00270297774495592
2891,-0.0009010153366448768,-0.0027030460099346306
2892,-0.0009010378765984779,-0.0027031136297954333
2893,-0.0009010602016456976,-0.0027031806049370925
2894,-0.0009010823119194719,-0.0027032469357584155
2895,-0.0009011042075527501,-0.00270331262265825
2896,-0.0009011258886784955,-0.0027033776660354866
2897,-0.0009011473554296851,-0.0027034420662890553
2898,-0.000901168607939309,-0.0027035058238179268
2899,-0.0009011896463403709,-0.0027035689390211125
2900,-0.0009012104707658877,-0.0027036314122976628
2901,-0.0009012310813488895,-0.0027036932440466684
2902,-0.0009012514782224189,-0.0027037544346672567
2903,-0.0009012716615195314,-0.002703814984558594
2904,-0.0009012916313732956,-0.0027038748941198864
2905,-0.0009013113879167919,-0.0027039341637503755
2906,-0.0009013309312831132,-0.0027039927938493397
2907,-0.0009013502616053653,-0.0027040507848160957
2908,-0.0009013693790166651,-0.0027041081370499953
2909,-0.0009013882836501425,-0.0027041648509504275
2910,-0.000901406975638938,-0.002704220926916814
2911,-0.0009014254551162043,-0.002704276365348613
2912,-0.0009014437222151064,-0.002704331166645319
2913,-0.0009014617770688192,-0.0027043853312064578
2914,-0.0009014796198105304,-0.002704438859431591
2915,-0.0009014972505734372,-0.0027044917517203117
2916,-0.0009015146694907493,-0.0027045440084722478
2917,-0.0009015318766956863,-0.002704595630087059
2918,-0.0009015488723214786,-0.0027046466169644355
2919,-0.0009015656565013675,-0.0027046969695041024
2920,-0.0009015822293686046,-0.0027047466881058137
2921,-0.0009015985910564517,-0.0027047957731693552
2922,-0.000901614741698181,-0.0027048442250945425
2923,-0.0009016306814270738,-0.0027048920442812215
2924,-0.0009016464103764229,-0.0027049392311292685
2925,-0.0009016619286795299,-0.0027049857860385897
2926,-0.0009016772364697055,-0.0027050317094091166
2927,-0.0009016923338802711,-0.002705077001640813
2928,-0.0009017072210445563,-0.002705121663133669
2929,-0.0009017218980959008,-0.0027051656942877022
2930,-0.0009017363651676528,-0.0027052090955029585
2931,-0.0009017506223931699,-0.0027052518671795097
2932,-0.0009017646699058184,-0.002705294009717455
2933,-0.0009017785078389729,-0.0027053355235169187
2934,-0.000901792136326017,-0.002705376408978051
2935,-0.0009018055555003422,-0.0027054166665010267
2936,-0.0009018187654953494,-0.002705456296486048
2937,-0.0009018317664444461,-0.002705495299333338
2938,-0.000901844558481049,-0.002705533675443147
2939,-0.0009018571417385822,-0.0027055714252157467
2940,-0.0009018695163504774,-0.002705608549051432
2941,-0.0009018816824501747,-0.002705645047350524
2942,-0.0009018936401711209,-0.0027056809205133624
2943,-0.0009019053896467705,-0.0027057161689403113
2944,-0.000901916931010585,-0.0027057507930317547
2945,-0.0009019282643960333,-0.0027057847931880995
2946,-0.000901939389936591,-0.0027058181698097726
2947,-0.0009019503077657408,-0.002705850923297222
2948,-0.0009019610180169721,-0.002705883054050916
2949,-0.0009019715208237804,-0.002705914562471341
2950,-0.0009019818163196686,-0.002705945448959006
2951,-0.0009019919046381448,-0.0027059757139144343
2952,-0.000902001785912724,-0.002706005357738172
2953,-0.0009020114602769271,-0.0027060343808307814
2954,-0.0009020209278642813,-0.002706062783592844
2955,-0.0009020301888083187,-0.002706090566424956
2956,-0.000902039243242578,-0.002706117729727734
2957,-0.0009020480913006026,-0.0027061442739018077
2958,-0.0009020567331159424,-0.0027061701993478272
2959,-0.0009020651688221518,-0.002706195506466455
2960,-0.0009020733985527904,-0.002706220195658371
2961,-0.0009020814224414228,-0.002706244267324268
2962,-0.0009020892406216191,-0.0027062677218648574
2963,-0.0009020968532269537,-0.002706290559680861
2964,-0.0009021042603910059,-0.0027063127811730175
2965,-0.0009021114622473595,-0.002706334386742078
2966,-0.0009021184589296018,-0.0027063553767888056
2967,-0.0009021252505713261,-0.002706375751713978
2968,-0.0009021318373061283,-0.0027063955119183847
2969,-0.0009021382192676094,-0.002706414657802828
2970,-0.0009021443965893738,-0.002706433189768121
2971,-0.0009021503694050297,-0.0027064511082150887
2972,-0.0009021561378481887,-0.0027064684135445663
2973,-0.0009021617020524666,-0.0027064851061574
2974,-0.0009021670621514821,-0.0027065011864544465
2975,-0.0009021722182788576,-0.0027065166548365725
2976,-0.0009021771705682181,-0.002706531511704654
2977,-0.0009021819191531918,-0.0027065457574595754
2978,-0.0009021864641674103,-0.0027065593925022307
2979,-0.0009021908057445074,-0.002706572417233522
2980,-0.0009021949440181197,-0.002706584832054359
2981,-0.0009021988791218866,-0.0027065966373656597
2982,-0.0009022026111894496,-0.0027066078335683487
2983,-0.0009022061403544526,-0.002706618421063358
2984,-0.0009022094667505417,-0.0027066284002516252
2985,-0.0009022125905113653,-0.0027066377715340957
2986,-0.0009022155117705729,-0.0027066465353117186
2987,-0.0009022182306618169,-0.0027066546919854505
2988,-0.0009022207473187505,-0.0027066622419562513
2989,-0.000902223061875029,-0.002706669185625087
2990,-0.000902225174464309,-0.002706675523392927
2991,-0.0009022270852202484,-0.002706681255660745
2992,-0.000902228794276506,-0.002706686382829518
2993,-0.0009022303017667422,-0.0027066909053002266
2994,-0.0009022316078246181,-0.002706694823473854
2995,-0.0009022327125837956,-0.0027066981377513867
2996,-0.0009022336161779373,-0.0027067008485338116
2997,-0.0009022343187407066,-0.0027067029562221198
2998,-0.000902234820405767,-0.0027067044612173008
2999,-0.0009022351213067826,-0.0027067053639203476
3000,-0.0009022352215774179,-0.0027067056647322534
3001,-0.0009022351213513374,-0.0027067053640540124
3002,-0.0009022348207622052,-0.0027067044622866156
3003,-0.0009022343199436861,-0.0027067029598310584
3004,-0.0009022336190294441,-0.0027067008570883324
3005,-0.0009022327181531427,-0.0027066981544594283
3006,-0.000902231617448445,-0.002706694852345335
3007,-0.0009022303170490143,-0.002706690951147043
3008,-0.000902228817088512,-0.002706686451265536
3009,-0.0009022271177005992,-0.0027066813531017976
3010,-0.000902225219018937,-0.002706675657056811
3011,-0.0009022231211771832,-0.002706669363531549
3012,-0.0009022208243089965,-0.0027066624729269895
3013,-0.0009022183285480336,-0.002706654985644101
3014,-0.0009022156340279498,-0.002706646902083849
3015,-0.0009022127408823981,-0.002706638222647194
3016,-0.0009022096492450316,-0.002706628947735095
3017,-0.0009022063592494996,-0.002706619077748499
3018,-0.0009022028710294515,-0.0027066086130883545
3019,-0.0009021991847185329,-0.002706597554155599
3020,-0.0009021953004503891,-0.0027065859013511674
3021,-0.0009021912183586612,-0.0027065736550759834
3022,-0.0009021869385769895,-0.0027065608157309687
3023,-0.0009021824612390111,-0.0027065473837170335
3024,-0.0009021777864783612,-0.0027065333594350834
3025,-0.0009021729144286714,-0.0027065187432860137
3026,-0.0009021678452235712,-0.0027065035356707134
3027,-0.000902162578996687,-0.002706487736990061
3028,-0.0009021571158816422,-0.0027064713476449265
3029,-0.0009021514560120568,-0.00270645436803617
3030,-0.0009021455995215478,-0.0027064367985646432
3031,-0.0009021395465437289,-0.002706418639631187
3032,-0.0009021332972122104,-0.0027063998916366312
3033,-0.0009021268516605988,-0.002706380554981796
3034,-0.0009021202100224964,-0.002706360630067489
3035,-0.0009021133724315028,-0.0027063401172945085
3036,-0.000902106339021213,-0.0027063190170636387
3037,-0.000902099109925218,-0.0027062973297756537
3038,-0.0009020916852771046,-0.0027062750558313137
3039,-0.0009020840652104557,-0.0027062521956313667
3040,-0.000902076249858849,-0.002706228749576547
3041,-0.000902068239355859,-0.002706204718067577
3042,-0.0009020600338350548,-0.002706180101505164
3043,-0.00090205163343,-0.0027061549002899998
3044,-0.0009020430382742555,-0.002706129114822766
3045,-0.0009020342485013752,-0.002706102745504125
3046,-0.0009020252642449089,-0.002706075792734727
3047,-0.0009020160856384016,-0.0027060482569152043
3048,-0.0009020067128153923,-0.002706020138446177
3049,-0.0009019971459094145,-0.0027059914377282434
3050,-0.0009019873850539975,-0.0027059621551619923
3051,-0.0009019774303826634,-0.00270593229114799
3052,-0.0009019672820289297,-0.002705901846086789
3053,-0.0009019569401263073,-0.002705870820378922
3054,-0.0009019464048083025,-0.0027058392144249073
3055,-0.000901935676208414,-0.0027058070286252417
3056,-0.0009019247544601352,-0.0027057742633804054
3057,-0.0009019136396969531,-0.0027057409190908593
3058,-0.0009019023320523486,-0.0027057069961570457
3059,-0.0009018908316597957,-0.002705672494979387
3060,-0.0009018791386527622,-0.0027056374159582864
3061,-0.000901867253164709,-0.0027056017594941266
3062,-0.0009018551753290905,-0.002705565525987271
3063,-0.0009018429052793535,-0.0027055287158380603
3064,-0.0009018304431489386,-0.0027054913294468157
3065,-0.0009018177890712792,-0.0027054533672138375
3066,-0.0009018049431798012,-0.002705414829539403
3067,-0.0009017919056079233,-0.0027053757168237695
3068,-0.0009017786764890564,-0.002705336029467169
3069,-0.0009017652559566048,-0.002705295767869814
3070,-0.0009017516441439642,-0.0027052549324318924
3071,-0.0009017378411845234,-0.00270521352355357
3072,-0.0009017238472116624,-0.002705171541634987
3073,-0.0009017096623587543,-0.002705128987076263
3074,-0.0009016952867591631,-0.0027050858602774893
3075,-0.0009016807205462454,-0.002705042161638736
3076,-0.0009016659638533496,-0.0027049978915600487
3077,-0.0009016510168138146,-0.002704953050441444
3078,-0.0009016358795609724,-0.0027049076386829168
3079,-0.0009016205522281453,-0.002704861656684436
3080,-0.0009016050349486477,-0.002704815104845943
3081,-0.0009015893278557842,-0.002704767983567353
3082,-0.0009015734310828516,-0.0027047202932485546
3083,-0.0009015573447631371,-0.002704672034289411
3084,-0.0009015410690299182,-0.002704623207089755
3085,-0.0009015246040164652,-0.0027045738120493957
3086,-0.000901507949856037,-0.0027045238495681106
3087,-0.000901491106681884,-0.0027044733200456516
3088,-0.0009014740746272467,-0.00270442222388174
3089,-0.000901456853825357,-0.002704370561476071
3090,-0.0009014394444094355,-0.0027043183332283068
3091,-0.0009014218465126947,-0.002704265539538084
3092,-0.0009014040602683359,-0.0027042121808050074
3093,-0.0009013860858095506,-0.0027041582574286517
3094,-0.0009013679232695207,-0.0027041037698085617
3095,-0.000901349572781417,-0.002704048718344251
3096,-0.0009013310344784014,-0.002703993103435204
3097,-0.0009013123084936242,-0.0027039369254808726
3098,-0.0009012933949602252,-0.0027038801848806755
3099,-0.0009012742940113339,-0.0027038228820340016
3100,-0.0009012550057800689,-0.002703765017340207
3101,-0.0009012355303995389,-0.0027037065911986163
3102,-0.0009012158680028397,-0.002703647604008519
3103,-0.000901196018723058,-0.0027035880561691737
3104,-0.0009011759826932683,-0.0027035279480798046
3105,-0.0009011557600465344,-0.002703467280139603
3106,-0.000901135350915908,-0.002703406052747724
3107,-0.0009011147554344307,-0.002703344266303292
3108,-0.0009010939737351311,-0.0027032819212053933
3109,-0.0009010730059510274,-0.002703219017853082
3110,-0.0009010518522151249,-0.002703155556645375
3111,-0.0009010305126604183,-0.002703091537981255
3112,-0.0009010089874198896,-0.0027030269622596685
3113,-0.0009009872766265087,-0.002702961829879526
3114,-0.000900965380413234,-0.002702896141239702
3115,-0.0009009432989130112,-0.0027028298967390336
3116,-0.0009009210322587737,-0.0027027630967763213
3117,-0.0009008985805834427,-0.002702695741750328
3118,-0.000900875944019927,-0.002702627832059781
3119,-0.0009008531227011221,-0.002702559368103366
3120,-0.0009008301167599119,-0.0027024903502797354
3121,-0.0009008069263291663,-0.0027024207789874987
3122,-0.0009007835515417431,-0.002702350654625229
3123,-0.0009007599925304868,-0.00270227997759146
3124,-0.0009007362494282288,-0.002702208748284686
3125,-0.0009007123223677879,-0.0027021369671033635
3126,-0.0009006882114819688,-0.0027020646344459065
3127,-0.0009006639169035632,-0.0027019917507106893
3128,-0.0009006394387653491,-0.002701918316296047
3129,-0.000900614777200091,-0.002701844331600273
3130,-0.0009005899323405403,-0.002701769797021621
3131,-0.0009005649043194336,-0.0027016947129583006
3132,-0.0009005396932694949,-0.0027016190798084846
3133,-0.000900514299323433,-0.0027015428979702987
3134,-0.0009004887226139436,-0.0027014661678418307
3135,-0.0009004629632737073,-0.002701388889821122
3136,-0.0009004370214353917,-0.002701311064306175
3137,-0.000900410897231649,-0.002701232691694947
3138,-0.0009003845907951175,-0.0027011537723853523
